GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
17,616.078,1631.781,-2719.3509,0.0,0.0,0.0,-1516.6538,-14716.8988,649.2916,7188.4728,-2163.3502,59.37052103999999,-8867.2801,-2103.97967896,-10971.25977896
18,598.3384,1591.4361,-2720.5486,0.0,0.0,0.0,-1490.8228,-14780.1907,659.323,7195.7371,-2119.2511,58.89760056,-8946.727499999999,-2060.3534994399997,-11007.080999439999
19,620.9935,1583.1114,-2704.4979,0.0,0.0,0.0,-1498.477,-14809.3308,658.1065,7180.405,-2070.5951,58.26419567999999,-8969.689299999998,-2012.33090432,-10982.020204319999
20,592.7117,1622.3535,-2703.1682,0.0,0.0,0.0,-1504.1824,-14673.7743,653.8307,7194.8205,-2203.5068,61.08780096,-8817.408499999998,-2142.41899904,-10959.827499039997
21,580.4722,1606.7987,-2705.7597,0.0,0.0,0.0,-1501.3781,-14692.2602,649.0442,7256.9668,-2206.3007,58.826724479999996,-8806.116100000001,-2147.47397552,-10953.59007552
22,584.7238,1611.7974,-2680.7001,0.0,0.0,0.0,-1530.1215,-14659.9456,664.9687,7202.9278,-2163.7334,59.810275440000005,-8806.3495,-2103.92312456,-10910.27262456
23,578.7312,1608.2134,-2705.7711,0.0,0.0,0.0,-1463.9831,-14760.0808,682.2603,7266.1871,-2175.8455,61.66148688,-8794.443,-2114.1840131199997,-10908.627013119998
24,626.3796,1608.1067,-2686.9301,0.0,0.0,0.0,-1505.4689,-14679.0918,666.2725,7191.7073,-2203.6314,59.81185656,-8779.0247,-2143.8195434400004,-10922.84424344
25,588.4036,1600.0085,-2735.4723,0.0,0.0,0.0,-1503.381,-14607.2025,650.9292,7164.3224,-2184.683,59.55196104,-8842.392100000001,-2125.13103896,-10967.523138960001
26,599.6352,1600.5213,-2698.7806,0.0,0.0,0.0,-1528.0585,-14583.1872,665.5408,7232.2226,-2306.9405,58.76840736,-8712.1064,-2248.1720926400003,-10960.278492640002
27,587.3844,1625.2706,-2718.2885,0.0,0.0,0.0,-1508.061,-14592.7456,668.9598,7204.1147,-2255.6606,60.95167704000001,-8733.3656,-2194.70892296,-10928.07452296
28,613.3325,1594.0283,-2694.6606,0.0,0.0,0.0,-1529.1638,-14631.6353,649.759,7180.0574,-2206.029,58.89255408,-8818.282500000001,-2147.13644592,-10965.418945920002
29,602.7985,1639.5581,-2712.0427,0.0,0.0,0.0,-1523.7978,-14603.4511,642.7092,7141.9754,-2173.9487,57.65268312,-8812.2504,-2116.29601688,-10928.54641688
30,604.47,1614.4973,-2697.421,0.0,0.0,0.0,-1509.9174,-14655.6375,682.737,7229.9914,-2244.5098,58.8922488,-8731.280200000001,-2185.6175512,-10916.8977512
31,600.3592,1685.3517,-2667.2548,0.0,0.0,0.0,-1491.0543,-14762.4722,664.4902,7180.4357,-2135.7645,57.60863424,-8790.1445,-2078.1558657600003,-10868.30036576
32,608.5469,1632.4232,-2693.217,0.0,0.0,0.0,-1518.1581,-14635.0339,652.5403,7207.5582,-2243.6207,58.55562071999999,-8745.340400000001,-2185.0650792799997,-10930.40547928
33,612.6027,1616.4731,-2725.7058,0.0,0.0,0.0,-1536.8961,-14560.4586,655.7755,7135.0409,-2223.1879,59.3271576,-8803.168300000001,-2163.8607423999997,-10967.029042400001
34,621.3548,1591.8908,-2659.1273,0.0,0.0,0.0,-1497.963,-14697.2603,659.7661,7198.9209,-2167.5407,61.027446239999996,-8782.417999999998,-2106.51325376,-10888.931253759998
35,619.6801,1615.4335,-2710.004,0.0,0.0,0.0,-1525.4357,-14748.711,677.0325,7205.8431,-2117.8564,57.21883992,-8866.161499999998,-2060.63756008,-10926.799060079999
36,585.4099,1595.8617,-2686.6444,0.0,0.0,0.0,-1525.1392,-14747.8384,663.495,7275.5334,-2146.8149,58.96600056,-8839.321999999998,-2087.84889944,-10927.170899439998
37,605.7361,1609.2067,-2699.705,0.0,0.0,0.0,-1503.0067,-14730.5645,657.6973,7249.2771,-2192.8515,61.2702144,-8811.359,-2131.5812856000002,-10942.940285600002
38,598.767,1616.497,-2717.8774,0.0,0.0,0.0,-1498.6213,-14712.2323,636.2513,7152.0167,-2132.72,59.255830079999996,-8925.199,-2073.4641699199997,-10998.66316992
39,603.5239,1647.228,-2705.1579,0.0,0.0,0.0,-1501.2088,-14772.5854,661.8257,7186.1686,-2114.6871,57.417104159999994,-8880.2059,-2057.2699958400003,-10937.47589584
40,567.5107,1564.3675,-2682.6336,0.0,0.0,0.0,-1486.1852,-14732.3667,695.3454,7221.3421,-2191.7266,61.82599968,-8852.6198,-2129.9006003199997,-10982.52040032
41,636.2981,1625.5745,-2680.0011,0.0,0.0,0.0,-1498.4974,-14725.9601,671.0045,7214.0059,-2164.0186,59.77930896,-8757.5756,-2104.23929104,-10861.81489104
42,618.2027,1603.9704,-2668.8381,0.0,0.0,0.0,-1491.2491,-14779.2373,658.5317,7210.7037,-2129.4736,61.732288080000004,-8847.916000000003,-2067.7413119199996,-10915.657311920002
43,599.985,1639.6487,-2692.2737,0.0,0.0,0.0,-1507.9408,-14818.9206,654.363,7248.2959,-2122.2198,59.32638504,-8876.842500000002,-2062.89341496,-10939.735914960002
44,606.3132,1601.2547,-2679.1927,0.0,0.0,0.0,-1492.3863,-14842.6409,668.4956,7239.4447,-2094.8162,60.32141856,-8898.711700000002,-2034.4947814400002,-10933.20648144
45,575.7573,1625.1126,-2713.1306,0.0,0.0,0.0,-1480.3603,-14654.6688,647.9087,7155.6907,-2205.5248,60.61077504000001,-8843.6904,-2144.91402496,-10988.604424959998
46,600.4831,1619.8752,-2722.5094,0.0,0.0,0.0,-1494.4615,-14753.0303,665.0908,7182.2711,-2102.4016,59.065898399999995,-8902.280999999999,-2043.3357016000002,-10945.6167016
47,599.0817,1598.905,-2713.0806,0.0,0.0,0.0,-1509.1905,-14772.0293,677.1475,7255.5582,-2184.2998,60.79362912,-8863.608,-2123.50617088,-10987.11417088
48,595.0357,1582.7964,-2718.8967,0.0,0.0,0.0,-1485.477,-14754.1102,671.7826,7241.8549,-2171.911,62.37347904,-8867.014299999999,-2109.53752096,-10976.55182096
49,595.2502,1601.9837,-2682.9358,0.0,0.0,0.0,-1494.812,-14819.5754,667.3305,7255.2399,-2134.4932,59.03825256,-8877.5189,-2075.45494744,-10952.97384744
50,569.8877,1607.065,-2719.8258,0.0,0.0,0.0,-1474.5331,-14834.1414,657.5878,7257.9107,-2088.0375,58.94878248,-8936.049100000002,-2029.0887175199998,-10965.137817520002
51,598.07,1603.4879,-2692.1095,0.0,0.0,0.0,-1478.647,-14769.9574,675.5039,7216.1563,-2124.4446,60.10431696,-8847.4958,-2064.34028304,-10911.83608304
52,602.7751,1592.903,-2705.886,0.0,0.0,0.0,-1500.169,-14592.5416,663.9495,7163.9968,-2207.2254,61.110309599999994,-8774.9722,-2146.1150903999996,-10921.087290399999
53,557.8715,1631.9036,-2710.2753,0.0,0.0,0.0,-1502.9725,-14701.6198,668.6665,7169.7254,-2104.714,59.63367744,-8886.7006,-2045.08032256,-10931.78092256
54,596.5667,1565.512,-2702.6116,0.0,0.0,0.0,-1486.8136,-14718.9321,670.9726,7146.1121,-2072.4757,60.59497536,-8929.1939,-2011.88072464,-10941.074624640001
55,623.4518,1618.3284,-2736.4725,0.0,0.0,0.0,-1490.9011,-14712.7531,665.3578,7179.9856,-2137.2824,58.555184399999995,-8853.0031,-2078.7272156,-10931.7303156
56,623.5161,1593.8484,-2731.0751,0.0,0.0,0.0,-1524.2136,-14834.8897,662.1926,7194.6615,-2017.3318,58.48494984,-9015.9598,-1958.84685016,-10974.80665016
57,561.2766,1602.1367,-2707.4975,0.0,0.0,0.0,-1499.1796,-14696.4062,666.3296,7180.0366,-2155.5059,59.48979048,-8893.303799999998,-2096.01610952,-10989.319909519998
58,656.1388,1639.3973,-2698.5142,0.0,0.0,0.0,-1506.8696,-14625.7465,647.2072,7112.7445,-2152.3189,59.630177520000004,-8775.642499999998,-2092.6887224800003,-10868.331222479997
59,571.6801,1560.0546,-2699.4446,0.0,0.0,0.0,-1478.3069,-14769.4025,668.9617,7204.5349,-2089.7693,60.89284224,-8941.922700000003,-2028.87645776,-10970.799157760002
60,580.8202,1583.5361,-2737.8001,0.0,0.0,0.0,-1475.7156,-14706.5281,654.277,7166.3887,-2153.6015,61.42345488,-8935.021799999999,-2092.17804512,-11027.19984512
61,601.4565,1654.4382,-2699.6404,0.0,0.0,0.0,-1486.2172,-14730.3686,651.7391,7115.8752,-2045.6147,59.68766448,-8892.7172,-1985.9270355200001,-10878.64423552
62,611.0207,1581.984,-2715.1288,0.0,0.0,0.0,-1512.8047,-14841.6588,679.706,7270.4863,-2043.881,59.03039376,-8926.3953,-1984.8506062400002,-10911.24590624
63,599.7559,1582.6174,-2755.9009,0.0,0.0,0.0,-1514.2546,-14763.8028,669.5384,7168.5887,-2057.7886,58.430322,-9013.4579,-1999.358278,-11012.816178
64,617.7035,1591.6176,-2722.7558,0.0,0.0,0.0,-1495.8898,-14571.3124,666.4083,7086.7813,-2147.9924,58.65564312,-8827.447300000003,-2089.33675688,-10916.784056880002
65,566.2364,1603.0141,-2677.2822,0.0,0.0,0.0,-1525.0921,-14780.1825,679.5236,7255.8159,-2118.9735,58.99872024,-8877.9668,-2059.9747797600003,-10937.94157976
66,576.2389,1581.7211,-2686.8744,0.0,0.0,0.0,-1498.1783,-14752.6702,650.8805,7130.1407,-2076.4329,60.2994312,-8998.741700000002,-2016.1334687999997,-11014.875168800003
67,614.954,1623.6994,-2751.2583,0.0,0.0,0.0,-1484.713,-14691.8611,648.1503,7155.0888,-2137.5626,59.982819840000005,-8885.939900000001,-2077.57978016,-10963.519680160003
68,574.6005,1566.1167,-2704.0133,0.0,0.0,0.0,-1503.4009,-14773.2763,680.3322,7210.4972,-2095.5328,58.8459348,-8949.143899999997,-2036.6868652,-10985.830765199997
69,617.1736,1600.4542,-2693.3406,0.0,0.0,0.0,-1487.525,-14857.117,659.6951,7266.3199,-2124.5698,59.98225247999999,-8894.3398,-2064.58754752,-10958.927347519999
70,610.1499,1564.33,-2703.8355,0.0,0.0,0.0,-1505.0388,-14878.391,661.3466,7248.5059,-2037.5917,58.88709432,-9002.9329,-1978.70460568,-10981.63750568
71,578.2463,1587.1366,-2720.3393,0.0,0.0,0.0,-1504.6951,-14815.0685,654.4591,7208.6585,-2083.3286,60.0358176,-9011.602400000002,-2023.2927823999999,-11034.8951824
72,599.0521,1594.9958,-2702.8929,0.0,0.0,0.0,-1504.9107,-14696.1034,677.8165,7212.3494,-2169.3757,60.03527111999999,-8819.693200000002,-2109.34042888,-10929.033628880003
73,600.6744,1553.7584,-2685.9046,0.0,0.0,0.0,-1476.288,-14644.607,670.0831,7214.0699,-2210.2406,61.01401104,-8768.2138,-2149.2265889600003,-10917.440388959998
74,583.945,1618.7487,-2730.4298,0.0,0.0,0.0,-1513.414,-14723.8696,670.4972,7241.4434,-2135.5158,59.756351040000006,-8853.0791,-2075.75944896,-10928.83854896
75,579.9446,1654.6377,-2695.2145,0.0,0.0,0.0,-1484.315,-14766.1252,676.7878,7245.4144,-2164.4557,62.00961624,-8788.870200000001,-2102.44608376,-10891.316283760001
76,599.6291,1591.0492,-2723.1145,0.0,0.0,0.0,-1464.7023,-14799.8421,670.2064,7230.8356,-2129.7705,60.33514032,-8895.9386,-2069.43535968,-10965.37395968
77,611.8642,1592.1167,-2740.0642,0.0,0.0,0.0,-1486.7565,-14722.3204,668.0045,7228.1473,-2144.2429,61.125221520000004,-8849.008399999999,-2083.11767848,-10932.12607848
78,625.1348,1598.1487,-2711.847,0.0,0.0,0.0,-1462.0608,-14849.8212,653.3392,7176.5255,-2026.324,58.6408464,-8970.580800000002,-1967.6831536,-10938.263953600002
79,612.2436,1593.8117,-2738.2793,0.0,0.0,0.0,-1479.0373,-14732.008,673.6916,7240.3696,-2137.4508,61.7592204,-8829.2081,-2075.6915796000003,-10904.899679600001
80,584.2352,1577.7398,-2695.8613,0.0,0.0,0.0,-1492.1777,-14803.884,657.5169,7202.824,-2077.3162,57.34518768,-8969.607100000001,-2019.9710123200002,-10989.578112320001
81,600.5893,1654.7671,-2694.5738,0.0,0.0,0.0,-1457.1738,-14721.2304,659.8695,7168.0159,-2148.7282,59.41542671999999,-8789.736199999998,-2089.31277328,-10879.048973279998
82,609.6799,1558.9137,-2725.004,0.0,0.0,0.0,-1496.5275,-14755.8749,666.7867,7219.8093,-2112.2463,59.289383519999994,-8922.216799999998,-2052.95691648,-10975.173716479998
83,623.3544,1607.4797,-2706.8239,0.0,0.0,0.0,-1486.5262,-14740.0193,649.369,7196.924,-2130.8512,61.09435296,-8856.242299999998,-2069.75684704,-10925.999147039998
84,583.8589,1585.1734,-2728.2379,0.0,0.0,0.0,-1495.4068,-14741.2379,678.5359,7181.5325,-2099.5715,59.250619439999994,-8935.781899999998,-2040.32088056,-10976.102780559999
85,620.0338,1673.0499,-2700.7952,0.0,0.0,0.0,-1474.9317,-14725.9896,658.9705,7150.994,-2141.1854,61.032900960000006,-8798.668300000001,-2080.15249904,-10878.82079904
86,608.0388,1567.016,-2711.5888,0.0,0.0,0.0,-1466.4599,-14630.1829,674.8533,7170.1298,-2194.1602,62.920935359999994,-8788.1937,-2131.23926464,-10919.43296464
87,615.4783,1623.8706,-2692.3903,0.0,0.0,0.0,-1508.0111,-14741.9576,650.6072,7201.3435,-2131.8713,60.33280032,-8851.059399999998,-2071.53849968,-10922.597899679997
88,583.8027,1595.749,-2702.6412,0.0,0.0,0.0,-1482.8614,-14764.4392,677.1258,7240.2023,-2144.1795,60.975173520000006,-8853.062000000002,-2083.20432648,-10936.266326480001
89,594.8914,1595.3024,-2723.3033,0.0,0.0,0.0,-1465.0591,-14767.0996,651.4606,7184.2066,-2081.187,59.039526239999994,-8929.600999999999,-2022.14747376,-10951.748473759999
90,595.5571,1599.1943,-2725.4519,0.0,0.0,0.0,-1478.2084,-14732.801,670.5563,7203.9617,-2101.0293,59.98762368,-8867.191899999998,-2041.04167632,-10908.233576319999
91,609.0815,1630.5159,-2704.2123,0.0,0.0,0.0,-1523.6892,-14559.6954,669.9432,7156.8069,-2234.8673,60.172860240000006,-8721.249400000002,-2174.69443976,-10895.943839760002
92,596.4486,1653.1928,-2711.7808,0.0,0.0,0.0,-1491.9946,-14778.9027,676.1357,7243.2431,-2118.4214,60.536439359999996,-8813.6579,-2057.8849606400004,-10871.542860640002
93,613.0341,1600.431,-2739.3661,0.0,0.0,0.0,-1490.0213,-14718.5703,659.854,7223.8167,-2140.2446,61.45830504,-8850.821900000003,-2078.78629496,-10929.608194960003
94,640.3203,1613.4857,-2702.6907,0.0,0.0,0.0,-1490.1772,-14699.2331,655.3479,7168.1677,-2117.7413,60.68349504,-8814.779399999998,-2057.0578049600003,-10871.837204959997
95,643.2476,1571.8748,-2723.0351,0.0,0.0,0.0,-1468.6512,-14708.5344,662.2516,7107.158,-2092.7987,59.85800928,-8915.688700000002,-2032.9406907199998,-10948.629390720002
96,602.3683,1578.6726,-2708.6683,0.0,0.0,0.0,-1462.3967,-14815.7845,646.286,7193.6779,-2083.5351,59.746732560000005,-8965.844700000001,-2023.78836744,-10989.633067440003
97,589.7975,1594.1898,-2742.5924,0.0,0.0,0.0,-1484.1029,-14652.2344,655.3382,7115.5189,-2119.7942,60.29165736,-8924.085299999999,-2059.50254264,-10983.58784264
98,601.361,1625.7808,-2724.5337,0.0,0.0,0.0,-1513.6699,-14706.9282,671.4427,7172.797,-2119.3872,56.5013916,-8873.750300000003,-2062.8858084000003,-10936.636108400004
99,642.5625,1623.4634,-2751.1176,0.0,0.0,0.0,-1520.5516,-14748.5807,667.0567,7097.3139,-2025.3793,57.85341768,-8989.853400000004,-1967.5258823200002,-10957.379282320004
100,567.0265,1627.2471,-2713.4561,0.0,0.0,0.0,-1489.5284,-14738.0864,675.563,7236.438,-2163.2275,60.49417103999999,-8834.796299999998,-2102.73332896,-10937.52962896
101,619.4337,1632.0027,-2705.0481,0.0,0.0,0.0,-1475.0892,-14752.0947,645.9531,7151.0195,-2079.1715,58.14156312,-8883.822999999997,-2021.02993688,-10904.852936879997
102,596.0561,1585.0191,-2734.5605,0.0,0.0,0.0,-1509.7182,-14732.8782,680.4723,7221.5162,-2142.7724,60.17842152,-8894.0932,-2082.59397848,-10976.687178479999
103,623.1742,1560.992,-2684.6126,0.0,0.0,0.0,-1447.7169,-14812.7887,667.9156,7183.8759,-2082.1328,60.32902392,-8909.160499999998,-2021.8037760799998,-10930.964276079998
104,578.6608,1589.1565,-2720.5643,0.0,0.0,0.0,-1486.3588,-14660.665,684.1656,7229.043,-2204.6255,61.51033296,-8786.562200000002,-2143.11516704,-10929.677367040002
105,597.3454,1561.4911,-2686.9618,0.0,0.0,0.0,-1514.2922,-14784.9614,662.2437,7213.0403,-2090.0704,60.08282568,-8952.0949,-2029.98757432,-10982.082474320001
106,626.7048,1590.1811,-2707.9241,0.0,0.0,0.0,-1524.4011,-14734.9002,665.9166,7156.993,-2069.8092,58.60107,-8927.429900000001,-2011.2081300000002,-10938.63803
107,580.427,1605.4392,-2715.1008,0.0,0.0,0.0,-1493.4742,-14784.4128,671.8297,7221.9872,-2120.3481,57.50903304,-8913.304699999999,-2062.8390669600003,-10976.14376696
108,591.989,1620.5562,-2728.1654,0.0,0.0,0.0,-1495.4234,-14719.2489,658.1859,7174.1345,-2137.6394,58.76240904,-8897.972099999999,-2078.87699096,-10976.849090959999
109,602.8557,1553.1181,-2703.8931,0.0,0.0,0.0,-1487.7611,-14831.8422,670.3908,7292.2327,-2119.378,59.64275376,-8904.899100000002,-2059.7352462400004,-10964.634346240004
110,580.3311,1586.489,-2693.7654,0.0,0.0,0.0,-1472.2542,-14811.2819,661.1954,7221.6421,-2098.7581,60.34953599999999,-8927.6439,-2038.408564,-10966.052463999999
111,585.8696,1595.2804,-2733.0521,0.0,0.0,0.0,-1504.8118,-14632.6741,651.2365,7230.104,-2212.3455,59.459009759999994,-8808.0475,-2152.88649024,-10960.93399024
112,581.9973,1580.2453,-2703.5844,0.0,0.0,0.0,-1487.0668,-14711.157,653.7592,7168.946,-2138.626,57.52235736,-8916.860399999998,-2081.10364264,-10997.964042639998
113,594.9135,1655.3559,-2721.435,0.0,0.0,0.0,-1488.6921,-14711.0617,651.4825,7121.3085,-2110.9902,60.29538264000001,-8898.128399999998,-2050.6948173600003,-10948.823217359997
114,604.745,1670.2165,-2697.3507,0.0,0.0,0.0,-1477.0049,-14794.5131,665.5348,7200.5273,-2083.0511,60.2807148,-8827.845100000002,-2022.7703852000002,-10850.615485200004
115,596.7674,1651.4522,-2714.5723,0.0,0.0,0.0,-1496.4597,-14824.5795,659.9637,7206.5496,-2088.9088,59.065891199999996,-8920.878599999998,-2029.8429088000003,-10950.721508799998
116,613.3488,1597.3686,-2692.0576,0.0,0.0,0.0,-1491.8401,-14619.0234,660.8403,7186.6188,-2207.0191,62.82347976,-8744.744599999998,-2144.19562024,-10888.940220239998
117,596.5513,1615.6719,-2705.52,0.0,0.0,0.0,-1495.9484,-14709.8675,659.7712,7219.792,-2140.7235,59.49680688,-8819.549500000001,-2081.22669312,-10900.77619312
118,598.2461,1624.7924,-2725.6324,0.0,0.0,0.0,-1480.4746,-14629.1342,650.3137,7210.481,-2225.9837,60.679638000000004,-8751.408000000001,-2165.304062,-10916.712062000002
119,600.1591,1589.8713,-2716.2769,0.0,0.0,0.0,-1471.2246,-14549.7187,649.5001,7157.4017,-2256.9282,62.9370504,-8740.288,-2193.9911496,-10934.2791496
120,649.2469,1594.6187,-2702.4926,0.0,0.0,0.0,-1463.3652,-14631.6985,642.2848,7048.1412,-2105.948,60.02336088,-8863.2647,-2045.92463912,-10909.18933912
121,608.9929,1609.8249,-2719.8022,0.0,0.0,0.0,-1496.614,-14708.0119,682.9285,7175.9512,-2092.8376,61.134029999999996,-8846.730599999999,-2031.70357,-10878.434169999999
122,612.6422,1640.7415,-2732.4948,0.0,0.0,0.0,-1535.628,-14651.3514,678.3091,7175.0853,-2130.1179,60.29679312,-8812.696099999997,-2069.82110688,-10882.517206879998
123,562.495,1626.955,-2719.2999,0.0,0.0,0.0,-1509.8885,-14581.6709,658.0281,7088.0872,-2135.7359,60.27858288,-8875.294,-2075.45731712,-10950.751317119999
124,594.9953,1574.4148,-2692.6077,0.0,0.0,0.0,-1492.1281,-14860.7087,670.7184,7273.3967,-2099.6542,60.0095088,-8931.919300000001,-2039.6446912,-10971.563991200002
125,606.6278,1661.5708,-2726.0086,0.0,0.0,0.0,-1478.5515,-14817.6891,655.9277,7263.466,-2106.747,60.16003344,-8834.656899999998,-2046.5869665599998,-10881.243866559998
126,605.3941,1603.1117,-2706.5509,0.0,0.0,0.0,-1491.7826,-14718.8967,675.6552,7172.2154,-2104.4522,59.125232159999996,-8860.8538,-2045.3269678400002,-10906.18076784
127,622.9237,1626.9762,-2698.3815,0.0,0.0,0.0,-1494.7625,-14652.7848,672.8459,7159.034,-2190.1907,59.375930399999994,-8764.148999999998,-2130.8147696,-10894.963769599997
128,579.0042,1606.8741,-2758.321,0.0,0.0,0.0,-1488.1089,-14727.4037,663.7791,7191.5967,-2173.375,58.55585832,-8932.579500000002,-2114.81914168,-11047.398641680002
129,603.2529,1515.3334,-2677.355,0.0,0.0,0.0,-1508.6139,-14760.0096,662.6696,7235.4772,-2140.9877,57.62867256,-8929.2454,-2083.3590274400003,-11012.60442744
130,631.5328,1549.5907,-2703.6939,0.0,0.0,0.0,-1479.3088,-14822.9609,657.8174,7280.2803,-2142.7334,59.30666496,-8886.742400000001,-2083.42673504,-10970.16913504
131,609.7768,1502.341,-2664.326,0.0,0.0,0.0,-1510.6725,-14863.3325,685.2508,7307.1972,-2112.5513,57.893022720000005,-8933.765199999998,-2054.65827728,-10988.423477279997
132,602.7177,1603.8127,-2658.5788,0.0,0.0,0.0,-1511.1044,-14755.698,674.0431,7244.9229,-2153.5078,57.48960096,-8799.8848,-2096.0181990399997,-10895.90299904
133,560.1333,1566.979,-2700.1763,0.0,0.0,0.0,-1474.1385,-14679.7709,661.8184,7198.5266,-2174.2455,62.06459903999999,-8866.628399999998,-2112.18090096,-10978.809300959998
134,620.0347,1607.7091,-2683.2399,0.0,0.0,0.0,-1515.0167,-14575.6617,682.2921,7140.3757,-2227.4818,60.83257032,-8723.506700000002,-2166.64922968,-10890.15592968
135,566.1043,1619.172,-2702.3808,0.0,0.0,0.0,-1484.3813,-14738.075,662.5473,7182.9111,-2115.0668,61.60824503999999,-8894.1024,-2053.45855496,-10947.56095496
136,578.0367,1600.5217,-2703.0051,0.0,0.0,0.0,-1491.2255,-14634.5096,653.4138,7193.7245,-2189.7435,58.740231599999994,-8803.043499999998,-2131.0032684000003,-10934.046768399998
137,567.9899,1585.9346,-2720.9185,0.0,0.0,0.0,-1495.4138,-14781.3576,672.0501,7186.6136,-2065.346,61.717797360000006,-8985.1017,-2003.62820264,-10988.72990264
138,608.0254,1607.1389,-2727.1661,0.0,0.0,0.0,-1463.2551,-14792.2934,660.1078,7300.0376,-2188.8373,60.65089992,-8807.4049,-2128.18640008,-10935.591300080001
139,585.9575,1577.3085,-2705.1099,0.0,0.0,0.0,-1497.2787,-14720.1958,664.3419,7170.0583,-2125.2235,60.08953248,-8924.9182,-2065.13396752,-10990.05216752
140,560.1781,1615.2579,-2728.4052,0.0,0.0,0.0,-1481.877,-14779.2936,661.7516,7204.8113,-2133.3915,60.84286272,-8947.5769,-2072.54863728,-11020.12553728
141,591.8277,1576.703,-2689.4238,0.0,0.0,0.0,-1482.5735,-14761.5366,670.4115,7132.0323,-2070.8675,59.866359839999994,-8962.559399999998,-2011.0011401599997,-10973.560540159999
142,588.8596,1569.4591,-2724.6288,0.0,0.0,0.0,-1496.7149,-14630.3631,655.231,7147.4849,-2164.7146,61.77164832,-8890.6722,-2102.9429516799996,-10993.61515168
143,591.9725,1541.9661,-2681.9308,0.0,0.0,0.0,-1502.6775,-14717.0429,672.7534,7180.5597,-2154.962,58.66965288,-8914.3995,-2096.29234712,-11010.691847119999
