#Frame        phi:121      psi:121
       1     -90.5431     -24.4815
       2    -119.1278     -14.1478
       3    -108.3764      -6.0744
       4    -101.1872     -20.9381
       5    -107.9764     -16.3831
       6    -124.4425     -12.5967
       7    -120.7015     -20.0627
       8     -99.7718     -15.2616
       9     -90.3822     -22.2481
      10    -109.3955      -9.8280
      11    -110.9578      -8.6061
      12    -122.6317     -30.0884
      13    -133.4636     -11.2749
      14    -115.2427     -21.1554
      15    -102.9953      -1.0780
      16    -106.9854      -7.0730
      17    -116.1493      -7.9541
      18     -97.1850     -24.7276
      19     -89.5606     -20.3825
      20    -120.7145     -19.4591
      21    -122.3863      -5.3372
      22     -96.5492     -36.4710
      23    -113.9673     -18.6879
      24    -131.4316     -17.4314
      25    -116.7279     -26.6913
      26    -100.2588     -15.7199
      27     -86.3897     -26.1527
      28     -81.8726     -17.4628
      29    -105.0886      -1.2919
      30     -80.5096     -17.5126
      31    -106.4211      -8.4779
      32    -108.0654      -9.9026
      33    -118.2608       9.9645
      34    -106.6207     -23.1308
      35    -107.9908     -15.5314
      36     -82.3126     -16.9225
      37    -116.2303     -11.7666
      38    -106.1479     -28.3076
      39    -105.7932     -31.1796
      40    -119.1507     -12.5121
      41    -105.4100     -23.4783
      42    -106.8918     -16.5250
      43     -93.2805     -23.4470
      44     -94.2921     -16.9928
      45    -104.1658     -10.7606
      46    -116.9741      -9.5246
      47     -99.7178     -26.1973
      48    -104.5146     -15.2133
      49    -107.3050      -5.8715
      50    -100.5080     -11.6984
      51     -89.6352     -12.1683
      52    -119.6701     -16.6779
      53    -112.6230     -12.9272
      54    -113.1086     -27.3487
      55    -129.7647     -18.3106
      56    -106.3999     -11.2801
      57    -127.8846     -20.9177
      58    -111.0411     -40.5614
      59    -114.1143       5.7225
      60     -79.3872     -10.9507
      61    -111.3507      -9.5040
      62     -96.3852      -0.6359
      63    -101.8313     -19.5681
      64    -121.5974     -10.9385
      65    -124.6402     -19.1884
      66    -111.6747      -2.0004
