#Frame        phi:121      psi:121
       1     -85.5075     -11.0256
       2     -97.6682     -24.5816
       3     -95.5219       0.6646
       4    -103.9434     -14.3894
       5     -74.1604     -13.6987
       6     -96.7412       0.5585
       7    -122.3105     -23.9714
       8    -109.7079     -15.1013
       9    -106.2574     -20.9292
      10    -104.8384      -8.8724
      11     -79.7730     -25.1256
      12     -99.0367      -4.1102
      13    -120.9424      -6.1731
      14    -121.6790      -9.0801
      15    -102.9820      -5.9261
      16    -119.4137     -29.0173
      17     -88.8165     -13.7111
      18    -116.5616      -7.0458
      19    -102.5946     -18.4345
      20    -106.3382     -14.9766
      21    -112.5977     -12.6102
      22    -101.0294     -18.1323
      23    -105.5428     -15.2539
      24    -121.4425     -19.7760
      25     -96.4920     -16.2403
      26    -123.8551     -15.5323
      27    -104.7059      -9.1817
      28    -112.8542       9.5336
      29    -112.3653      -2.2263
      30    -112.4912     -11.9472
      31     -86.7073      -3.0860
      32    -110.2027     -22.9342
      33    -119.0920     -40.1749
      34    -112.2309      -5.9157
      35    -100.4199      -1.5368
      36    -114.5374     -17.3338
      37    -119.2908       0.7651
      38    -127.7947      -3.8186
      39    -116.7727     -10.7420
      40    -110.1411      -9.3433
      41    -109.7308     -21.2606
      42    -112.6822      -3.9118
      43    -123.0123      -5.4728
      44    -125.2692      -5.9838
      45    -113.5894      -7.5110
      46     -86.4350     -12.3107
      47     -98.8488      -8.4243
      48    -110.0455      -8.0016
      49    -117.4692      -7.2713
      50    -102.7395       3.8676
      51    -121.7447     -14.2103
      52    -140.1503      -7.5452
      53    -111.1073     -10.3318
      54    -108.8386     -13.0993
      55     -99.8050       5.3681
      56     -82.0218       2.3891
      57     -82.5025     -16.8050
      58    -103.1327     -14.3089
      59     -89.0824      -3.5125
      60    -109.7301     -11.7844
      61     -99.6057       0.7771
      62    -115.3534     -12.2895
      63    -107.7724      -9.2797
      64    -112.4630       9.4416
      65    -119.1734      -5.9634
      66    -123.0350     -10.5729
      67    -108.9817       1.4646
      68     -98.8471      -3.5437
      69    -112.5343      -2.6536
      70    -119.9432      -1.3277
      71     -80.5068     -16.2547
      72    -120.9577       0.9907
      73     -96.7146       1.8809
      74    -103.3856      -8.4045
      75     -98.5775      -7.5036
      76    -107.7364      -5.4659
      77     -92.9065       1.0588
      78    -113.7152     -24.9480
      79     -97.7134     -16.6014
      80    -106.5177     -10.6929
      81    -113.8566     -30.0777
      82    -115.6890     -30.2828
      83    -107.1320     -18.6550
      84    -111.3221     -24.2184
      85    -126.2443      -1.8763
      86    -124.3844      -1.4085
      87    -110.2763      -4.0822
      88    -107.7862     -32.2836
      89    -116.3441      -4.8161
      90     -91.4276     -30.4666
      91    -121.2876       6.5659
      92    -102.5503     -16.1535
      93     -92.7824     -15.5711
      94    -110.3585      -6.3936
      95    -128.2093     -14.6271
      96     -99.6510     -26.1316
      97     -90.5963     -14.1282
      98    -114.0880      -2.2848
      99    -105.2822     -23.0589
     100    -114.9938     -20.0563
     101    -103.6747      -9.3879
     102    -102.1620      -7.5952
     103    -106.7346      -2.9276
     104    -103.6563     -16.4858
     105    -104.4001      11.1408
     106     -91.1064     -26.0262
     107    -103.1903     -26.4674
     108     -88.9966      -6.7008
     109     -99.7377     -21.5835
     110    -108.2067     -15.8163
     111    -125.3297     -16.5925
     112    -121.2788      -8.6005
     113    -111.9661     -22.0848
     114     -94.8029     -19.8614
     115    -109.8627     -10.3367
     116     -97.7391     -16.7571
     117    -135.3142     -26.1154
     118    -118.6258       0.7119
     119    -116.6477     -19.7131
     120     -90.7768     -22.2168
     121    -111.0568     -19.0346
     122     -99.7892      -9.4104
     123     -94.8521      -9.4550
     124    -119.7821     -14.1714
     125    -116.5338     -11.2362
     126    -105.8624      -2.8473
     127     -88.0974       7.1759
     128    -103.9084     -32.7450
     129     -94.3952      -8.5869
     130     -90.2024      -8.5848
     131    -108.5703     -15.3818
     132    -103.4121      -9.4767
     133     -91.3052      -9.6234
     134     -90.6137      -3.4258
     135    -123.1203      -9.5821
     136     -95.1666      -4.8615
     137    -103.8751     -26.7425
     138    -109.2384     -25.1163
     139    -110.9513     -17.4435
     140    -124.3482     -22.9775
     141    -100.6448     -12.1758
     142    -109.6636       2.9999
     143    -126.8226      -0.6387
     144    -110.8533      -6.4757
     145    -105.9260     -14.2924
     146    -110.9875     -16.2464
     147     -93.3750     -12.3238
     148    -100.1404       1.8929
     149     -96.1282      -7.6240
     150    -123.5422     -21.2835
     151     -93.2074      -8.1363
     152    -107.2446       2.4183
     153    -113.3262       0.5893
     154    -102.8804     -10.9128
     155     -98.4421      -3.6961
     156    -119.0345      -3.7101
     157     -97.0331     -20.8319
     158     -97.8495     -26.8726
     159    -104.8026      -9.5474
     160    -108.0043     -16.6052
     161     -96.4429     -13.5241
     162     -86.7505      -0.0119
     163    -103.5010     -12.2185
     164    -102.8314      -6.7172
     165    -123.3112       9.8789
     166    -112.4126     -12.4670
     167    -120.9056      -5.9381
     168    -102.3261     -12.9680
     169    -106.8709      -3.5761
     170     -94.1896      -5.6522
     171    -122.4125     -12.4203
     172    -103.7225      -8.4583
     173    -110.6395       2.0300
     174    -125.0628      -8.5417
     175    -104.9283      -0.5342
     176     -93.7944     -12.0124
     177    -115.5373     -25.9216
     178     -94.5370     -29.3477
     179    -114.3421      -7.5899
     180    -105.7375     -18.2726
     181     -95.8317      -5.6225
     182    -106.7407     -30.6946
     183    -112.2407     -22.0441
     184    -108.0434       8.6813
     185    -115.9410       1.0399
     186     -90.8793     -17.3854
     187     -87.5144     -11.7172
     188     -91.1046     -17.4393
     189    -104.3290     -13.0004
     190    -105.8097     -15.3106
     191    -114.8288      -5.6594
     192    -122.6944     -21.1011
     193    -120.1934     -18.1219
     194    -100.0759      -8.1579
     195     -94.4112     -26.1255
     196    -118.3577     -17.4494
     197     -99.4965      -7.3249
     198    -108.9061      -7.0988
     199    -106.8797     -18.1466
     200     -91.8551     -12.4820
     201    -105.7180     -23.1551
     202    -108.6053     -18.4124
     203    -105.9412     -30.8439
     204    -117.9808     -11.1663
     205    -112.4618     -28.0272
     206    -111.6863     -15.7417
     207    -121.9551      -3.1517
     208    -113.4086      -9.2228
     209     -93.0083     -17.8207
     210    -130.6704       4.4238
     211    -106.6270      -7.4843
     212    -117.8539     -18.4026
     213     -94.6612     -22.0106
     214    -110.5414     -24.6132
     215    -104.5106     -10.3064
     216    -110.7692       2.3074
     217    -100.8976     -22.6263
     218    -104.1342       9.3144
     219    -108.6764     -43.1792
     220    -106.2521     -19.8082
     221    -106.8168      -7.1099
     222    -115.2139     -23.4996
     223    -125.1169     -16.2238
     224     -78.7786     -29.0246
     225    -128.7979      -5.1775
     226    -129.5549      -8.6376
     227    -116.6513     -17.1826
     228    -124.3278     -15.4201
     229    -131.3424      -9.1725
     230    -108.6482     -20.0330
     231    -118.2282     -32.6254
     232     -87.6266     -16.9961
     233    -105.0477     -17.2152
     234    -125.4378      -9.6206
     235    -130.1598       9.8359
     236    -109.7912       6.7105
     237    -100.9127      -5.0190
     238    -125.2779     -11.2251
     239    -110.7746      -2.2498
     240    -109.5030     -21.4341
     241    -103.5887     -11.2273
     242    -116.0649     -16.8513
     243    -108.7451     -23.0534
     244    -100.9807     -21.6799
     245    -130.7139      -7.9173
     246    -126.4072       1.6603
     247    -108.8874     -16.6077
     248    -103.0523      -1.0735
     249    -117.5097     -19.5733
     250    -105.1899      -7.9918
     251    -118.6703      -9.5606
     252    -117.4304      -1.8900
     253    -115.2656     -17.0853
     254     -92.4503     -17.4752
     255    -110.8851     -10.6537
     256    -101.9732      -3.9324
     257    -119.8640      -8.9359
     258    -111.2756       2.8841
     259     -85.4387      18.4327
     260    -124.4280     -11.8399
     261    -107.8210      -9.5790
     262    -110.3752       7.5724
     263    -128.8762       6.8364
     264    -104.0641      -9.7318
     265    -120.8903      -7.5437
     266     -96.6811     -10.2966
     267    -120.2406       4.7244
     268    -126.0466      -0.5422
     269     -88.5408       5.4141
     270     -89.7583      -4.8716
     271     -99.2022     -22.8719
     272    -107.2434      -4.4099
     273    -116.9213     -19.6330
     274    -113.6737       1.8857
     275    -102.2630     -11.4239
     276    -127.3482      -4.8781
