#Frame        phi:121      psi:121
       1    -107.3003     -22.7664
       2    -108.2452      -7.4925
       3    -116.2248     -17.0333
       4    -103.0131     -11.6326
       5    -114.7680      -9.9356
       6    -102.9606       3.9641
       7     -99.9989      -9.1489
       8     -89.1955     -13.4940
       9    -106.8659      -8.2375
      10    -108.2839     -21.6158
      11    -110.5089     -12.3373
      12    -102.7536       0.5021
      13    -108.6860     -10.4770
      14    -103.1255      -7.3101
      15    -112.1649     -16.5064
      16    -118.4964     -16.9065
      17     -90.5581      -9.1391
      18    -100.1930     -16.2675
      19     -88.8896     -21.1276
      20    -127.2420       6.0017
      21    -113.8236      -9.2661
      22    -108.5416     -14.0099
      23    -105.6807      -1.0122
      24    -100.4035      -7.5157
      25    -102.3329     -12.9612
      26     -91.9871      -9.4812
      27     -82.1506     -25.3126
      28    -115.6879     -23.4751
      29    -105.2698     -13.6996
      30    -103.4135     -19.4651
      31    -105.9098     -19.4112
      32    -109.2021       4.1078
      33    -114.0935     -20.3497
      34    -111.8071     -11.6686
      35    -141.8373     -14.2011
      36    -100.8013     -22.8268
      37     -97.9862      -8.7714
      38    -100.9983     -26.0424
      39    -114.0614       1.4679
      40    -101.3786       5.5714
      41    -107.2529      -3.4580
      42    -111.4479     -14.9183
      43    -117.4141       8.6868
      44    -116.6648     -26.5236
      45    -112.9591       1.6582
      46    -102.9281      -4.5656
      47    -125.7196     -12.5691
      48    -111.5420     -12.1847
      49    -121.6046      -2.0958
      50     -97.1001      -0.1985
      51     -81.8062      -8.5573
      52    -114.1697     -12.9089
      53    -121.1778     -19.0833
      54    -107.3441      -3.6845
      55    -103.8410      -1.7194
      56     -92.7485     -16.3003
      57    -110.2885     -12.9172
      58    -126.9625      -3.4507
      59    -105.4883      -9.1209
      60    -108.8606     -12.8193
      61    -115.0656      -3.9221
      62    -111.1965      -9.1062
      63    -102.3100      -1.2639
      64     -90.6957      -0.5923
      65    -115.0982     -13.0842
      66    -107.7987     -16.2483
      67    -101.6234      -4.5350
      68     -95.7130     -10.9479
      69     -91.4486      -8.7342
      70     -95.4901      -0.8220
      71    -112.3410      -7.3047
      72    -105.9370      -8.3218
      73     -88.9043     -26.5504
      74     -94.0449      -0.6564
      75    -107.1978       5.6701
      76    -100.2419     -33.4183
      77    -110.7421     -14.7442
      78    -128.7709      -1.0911
      79    -109.2384     -22.8616
      80     -93.7684      -9.2003
      81     -97.6807      -5.0927
      82     -91.2495      -5.9476
      83    -128.6520      12.0832
      84    -116.0374     -13.9774
      85     -83.7339      -9.4740
      86    -110.0033     -29.4207
      87    -113.6571     -12.7390
      88    -121.0928       6.7613
      89    -100.7043      -3.0324
      90    -129.4229     -11.9123
      91    -124.2703     -15.4414
      92    -118.8442      -6.6996
      93    -107.6783     -16.7930
      94    -109.9701     -22.0360
      95    -118.3602     -18.3851
      96    -100.9308     -27.8739
      97    -121.1885      -7.4233
      98    -108.3273      -6.3097
      99    -115.0639      -7.1841
     100    -105.6883       2.0934
     101    -103.9023       3.8085
     102    -101.2467      -6.1807
     103    -101.0891      -6.9644
     104    -108.6367     -15.3634
     105     -96.6123     -14.1992
     106    -115.0704      -1.8032
     107    -107.2429     -24.5894
     108    -118.2521      -8.4983
     109    -112.0035      -4.3388
     110    -126.2982     -14.0206
     111    -131.0767     -11.7856
     112    -108.1780      -2.6899
     113    -130.9182      -7.6561
     114    -119.3537     -12.9505
     115    -117.4077       1.4850
     116    -120.3538     -12.1792
     117    -111.6301      -9.5956
     118     -95.8598       9.5493
     119    -119.6159       1.4711
     120    -122.9995      -3.5045
     121    -105.9804       2.6064
     122     -94.1542      -7.5120
     123    -106.0172     -20.5995
     124    -105.2651     -20.7433
     125    -110.7336     -13.0447
     126    -117.8933      -4.3888
     127    -112.2090     -10.7344
     128    -110.6686     -13.1027
     129    -108.8564      -2.0326
     130    -114.5701     -12.3149
     131    -120.4789      -8.9128
     132    -101.8968      -1.3508
     133    -122.3792       0.1035
     134    -117.4656      -3.6209
     135    -106.1034      -6.3286
     136    -103.3649     -15.6816
