#Frame        phi:121      psi:121
       1    -122.5799     -21.0809
       2    -112.2856     -10.9776
       3     -92.5277      -4.9115
       4    -111.9775     -11.3992
       5    -117.9346      -6.0411
       6    -114.6722      -2.0263
       7    -108.6944     -17.8974
       8     -96.5725     -13.8222
       9    -110.3692       0.5106
      10     -85.2852     -12.7235
      11     -91.2808     -26.9636
      12    -117.7641     -12.8977
      13    -106.3419     -12.9285
      14     -97.1229     -19.2458
      15    -108.6494     -23.5696
      16    -109.6393     -17.3560
      17    -113.9507     -23.3575
      18    -123.4196      -8.9679
      19    -126.4036     -11.2548
      20    -102.6586     -18.4163
      21     -93.9904     -15.1415
      22    -110.2366     -12.7049
      23    -115.5386      -7.5335
      24    -102.0208     -18.4311
      25    -117.1002      -5.5830
      26    -106.3381     -11.2565
      27    -104.0993      -7.8028
      28     -99.9804     -28.6903
      29    -120.5318      -9.5924
      30    -105.8154     -29.9758
      31    -110.9745     -41.9302
      32    -106.3307     -13.4727
      33     -97.5726      -8.7295
      34     -94.6569     -19.5710
      35     -98.0745     -27.3827
      36    -104.1501     -21.0527
      37     -92.1190     -15.0107
      38    -112.9582     -28.8441
      39    -109.5148     -22.2158
      40     -98.6124     -27.4917
      41    -104.0493     -28.4011
      42     -98.3233      -7.3991
      43    -113.4235      -8.7090
      44    -106.7902      -9.6745
      45     -87.6842     -18.0762
      46     -99.2120     -16.0153
      47    -123.5381     -14.0229
      48    -108.2218     -18.9195
      49    -108.4509     -15.8234
      50     -79.9584     -14.0107
      51    -116.1099     -14.1379
      52     -99.4348     -28.1014
      53    -112.5399      -6.6643
      54    -109.6861     -32.2002
      55    -116.5005     -17.6829
      56     -97.1288     -19.3354
      57    -114.0901     -17.7710
      58    -120.1344     -20.1977
      59    -112.2607     -19.9202
      60    -117.5797     -16.5276
      61    -120.3679     -11.2223
      62     -96.0690     -22.7097
      63    -106.7384     -16.0271
      64    -113.2475      -6.3239
      65    -123.9398     -16.3736
      66     -93.0925     -24.7147
      67    -116.2338     -28.4399
      68     -87.2636     -16.7730
      69    -115.2529      -7.9255
      70    -112.7131     -25.8767
      71     -96.6561     -15.0914
      72    -112.8680     -14.2385
      73    -112.5130      -8.6784
      74    -117.6299       6.0549
      75    -116.4501     -22.8196
      76    -117.7570       3.8185
      77    -119.6418     -10.2201
      78    -114.6486       0.5247
      79    -104.1577      10.1713
