#Frame        phi:121      psi:121
       1     -93.9690     -17.5802
       2     -99.2854      -9.9765
       3    -112.1388     -15.6602
       4    -109.7519      -8.9388
       5    -108.5965     -25.6830
       6     -99.4477      -7.3480
       7     -95.3584      -8.6056
       8    -112.1686     -16.0810
       9    -107.4859     -16.5175
      10     -96.4020     -21.6281
      11    -112.6679       0.2499
      12    -112.0686     -13.6367
      13    -110.2958      -5.6101
      14    -101.9021     -14.6911
      15    -106.1500     -13.3429
      16    -111.0588      -7.4899
      17    -139.3634     -10.4816
      18    -118.9348      -1.0924
      19    -120.6440     -17.6493
      20    -104.1761      -3.3158
      21     -97.0402     -10.8886
      22    -111.4351     -10.4702
      23    -104.0405     -25.5631
      24    -127.7062      -4.1487
      25     -99.6448     -14.0262
      26    -135.6308     -21.6392
      27    -110.6457     -23.1236
      28    -103.4473      -9.5664
      29    -105.5041      -3.7750
      30     -94.4620     -16.3283
      31    -120.5902     -16.3062
      32     -99.3229      -6.3656
      33     -97.6540      -3.9210
      34    -101.1488     -19.1640
      35    -134.5416     -14.8246
      36     -86.5007     -21.5915
      37     -91.5748     -15.5803
      38    -136.1072      -2.7855
      39     -98.4964     -11.7047
      40    -106.6961     -18.5400
      41    -123.1804     -15.2565
      42    -105.5350     -20.8960
      43     -96.1496      -5.2321
      44    -103.5469     -29.2187
      45    -110.8677     -24.1263
      46    -114.4133     -11.7687
      47    -112.8060     -13.3385
      48    -109.8259      -7.8856
      49     -99.6424     -23.0896
      50    -103.7191      -5.4219
      51    -111.2700     -15.7344
      52    -119.9044      -3.9371
      53    -117.8158     -15.9018
      54    -104.0629     -16.3021
      55    -121.7247      -7.1661
      56     -99.6925     -22.9873
      57     -93.5796     -12.4433
      58    -112.2816      -2.5776
      59    -120.2386     -10.9405
      60    -120.4306     -18.3605
      61    -119.5952       0.5368
      62    -101.3181      -3.9388
      63     -90.9048     -25.5650
      64    -106.7893     -23.9708
      65     -92.3841     -22.0598
      66    -114.8990     -18.0994
      67    -104.9082     -11.8294
      68    -111.7388      -8.5890
      69    -114.7362     -12.3078
      70    -120.7687     -19.1698
      71     -99.6289     -27.0687
      72     -96.5653     -21.3806
      73    -102.2550     -17.9473
      74     -96.8151      -8.2817
      75    -106.8946     -17.3516
      76    -106.7972      -5.8250
      77    -106.8982      -5.5639
      78    -122.9222     -31.4429
      79    -143.2142     -25.9036
      80    -122.6528     -12.8957
      81    -115.7102     -27.2656
      82    -126.1183     -16.9835
      83    -109.8822     -39.3042
      84     -88.1461     -14.8625
      85    -101.7377     -26.8903
      86    -124.5294     -24.6343
      87    -134.6281     -12.9827
      88    -135.2993     -15.4922
      89    -130.9020     -12.6179
      90    -131.7215       8.4073
      91    -145.0054     -26.4735
      92    -138.1321      -4.9876
      93    -132.3485      -7.7262
      94    -131.8452     -18.1388
      95    -121.9577     -12.1597
      96    -132.9609     -14.7125
      97    -117.4989      -9.4122
      98    -125.3809      -9.3290
      99    -115.6167     -14.2023
     100    -114.2559     -17.3443
     101    -115.2211     -11.6505
     102    -115.0407      -3.2344
     103    -127.8768      -7.9924
     104    -124.7252      -7.9131
     105    -121.0829      -2.2095
     106    -119.5897     -20.9925
     107    -125.9020     -36.2050
     108    -136.7750     -33.1978
     109    -109.8879     -18.5658
     110    -108.6567      -0.4128
     111    -109.6766     -10.8358
     112    -113.5719      -8.9194
     113    -120.0323     -15.0547
     114    -126.1732     -26.0625
     115    -124.2164     -14.5175
     116    -116.7810      -7.4880
     117    -102.0296     -17.4059
     118    -106.0414     -20.4335
     119    -118.0589     -14.2773
     120    -117.6172     -10.7857
     121    -119.9361     -22.0418
     122    -120.5665     -10.9260
     123    -140.1536      -4.8247
     124    -118.7376      -2.1171
     125    -136.7558      -1.6652
     126    -135.3965     -16.5085
     127    -123.8484      -5.1853
     128    -124.4875       3.7045
     129    -143.3146      -6.9231
     130    -116.7629     -15.8906
     131    -113.3785     -13.7034
     132    -148.1458     -16.0230
     133    -143.3220       1.1757
     134    -127.6293       1.6017
     135    -126.3913     -14.5776
     136    -130.3394     -13.6895
     137    -125.6656     -20.3593
     138    -122.7485     -20.1158
     139    -114.9094       7.0114
     140    -104.6307      -5.2726
     141    -119.9130     -19.5408
     142    -108.2741     -16.7978
     143    -114.5848      -8.7101
     144    -100.0120     -18.5987
     145    -139.9517      -4.0164
     146    -126.2846      10.4874
     147    -116.0758     -16.7289
     148    -110.2755     -25.0840
     149    -120.4685     -13.8302
     150    -106.6592     -13.8105
     151    -138.7348      -7.4810
     152    -134.0906       2.4094
     153    -104.9984      -4.7234
     154    -134.5186       5.7883
     155    -128.2146     -21.4831
     156    -109.7559      -1.1726
     157    -131.8316     -18.6546
     158    -119.5268     -19.1200
     159    -115.4731     -25.9319
     160    -126.7550     -11.6811
     161    -121.0620       9.3817
     162    -114.9176      -0.1087
     163    -119.6782     -17.3494
     164     -99.0651      -9.5431
     165    -119.7580     -18.3370
     166    -120.0089     -21.7535
     167    -118.1669       4.9818
     168    -125.7024      -4.0691
     169    -109.9221     -24.2653
     170    -133.7718      -8.2518
     171     -95.8788     -11.5772
     172    -124.1315      -3.4722
     173    -119.5044      -2.7323
     174    -122.5534       1.3149
     175     -89.2729     -14.9720
     176    -113.9248     -19.9387
     177    -102.4651     -13.5373
     178    -111.8335     -21.0336
     179    -114.3804     -22.8511
     180    -110.5172       0.7688
     181    -133.4841       1.8737
     182    -129.8037       1.8382
     183    -118.6846      -6.8097
     184    -115.4488     -12.2387
     185    -119.5365     -14.7327
     186    -117.5254     -10.3159
     187    -106.7154     -14.4393
     188    -111.5340      -5.1316
     189     -88.8677     -15.0702
     190    -124.4696      -3.9334
     191    -113.7647      -2.2966
     192    -102.8168       7.6480
     193    -112.6712      -7.9392
     194     -94.8034     -11.0804
     195    -113.2812      -3.4504
     196    -125.3077       3.7886
     197    -130.2711       6.5514
     198    -132.8967     -25.4462
     199    -128.6394     -18.4545
     200    -109.8583     -15.1858
     201    -116.6839     -23.5109
     202     -97.8652       0.7010
     203    -100.4232     -24.2246
     204    -111.1718      -0.3336
     205    -108.2560     -20.4615
     206    -121.8912     -12.7414
     207     -93.0114     -25.5910
     208    -112.3703      -5.4858
     209     -91.7191      -9.5082
     210    -124.0026     -13.3201
     211     -95.6798     -13.1319
     212    -117.5816     -11.8364
     213    -111.0683     -19.7359
     214    -105.6582      -1.9861
     215    -118.4883     -10.0288
     216     -84.8691     -14.2582
     217    -108.1422      -2.7647
     218    -105.4698     -26.9929
     219    -116.1816     -15.6623
     220     -99.1041     -15.3436
     221    -120.4001     -22.6273
     222     -95.4303     -12.9201
     223    -117.2320     -18.5189
     224    -126.3191      -9.7284
     225    -119.4145     -11.3339
     226    -108.3250     -13.2793
     227    -105.8896     -19.4186
     228    -118.2278      -7.0707
     229    -105.8601       7.2527
     230    -106.6786      -3.8464
     231    -116.9094     -32.5255
     232    -129.7258     -17.1768
     233    -107.3464     -21.8076
     234    -129.9778     -23.4559
     235    -119.9834      -3.2204
     236    -133.8844       4.6929
     237    -114.5670      -9.6580
     238    -108.6908     -13.4814
     239    -123.4502      -4.9688
     240    -143.1975       8.6294
     241    -144.4687      -4.8761
     242    -130.7266       0.4440
     243    -117.2318      -0.4122
     244    -104.7415      13.1840
     245    -139.1667      -6.7091
     246    -129.5259     -16.9074
     247    -114.4780     -16.5159
     248    -127.9874      -5.5336
     249    -111.2528      -5.9807
     250    -133.0207      -3.7152
     251    -125.0658      -5.2038
     252    -115.1787       1.6349
     253    -108.4982     -10.6388
     254     -89.8049     -25.7689
     255    -119.3700      -5.3717
     256    -128.6728      -5.7655
     257    -117.0062      -6.3696
     258    -129.0692       8.7272
     259    -121.3865     -19.1556
     260    -113.9143      -6.6153
     261    -120.1168      11.1388
     262    -110.5071     -19.5035
     263    -136.7970     -11.3496
     264    -115.3001      -6.4849
     265    -110.4549      -9.2726
     266    -129.0241     -12.8875
     267    -112.9340     -15.2869
     268    -112.4275      -6.2243
     269    -113.0188     -16.5324
     270    -134.0901       9.3537
     271    -103.1002      -5.0763
     272     -89.2161      -1.0646
     273    -114.4481     -11.8866
     274    -114.4752      -9.5894
     275    -125.8964      -1.1266
     276    -112.8511       3.4666
     277    -101.4617     -16.4174
     278     -99.0644     -30.1592
     279    -100.4084     -23.5595
     280    -117.9372     -12.8881
     281    -120.4331     -24.8887
     282    -135.7722      -7.3949
     283     -96.0397       4.3528
     284    -131.8626      -1.3710
     285    -106.3285      -8.8423
     286    -116.2141     -15.4494
     287    -107.5654       2.2469
     288    -111.3022       7.6736
     289     -95.4066      -1.9861
     290     -75.6973     -22.1665
     291     -90.7661     -32.5384
     292    -132.2958     -12.3272
     293    -101.3200      -7.8193
     294    -126.5504      -6.5110
     295    -126.0807      -6.7851
     296    -124.3005      -5.5380
     297     -98.3883     -28.0917
     298     -99.7103     -29.6523
     299    -124.6195      -8.0487
     300     -86.5046     -29.1298
     301    -121.4322      -7.7348
     302    -119.7043     -17.2080
     303    -119.2853       1.2483
     304    -116.4113      -3.8088
     305    -120.9523      -4.7234
     306    -103.5995     -13.0423
     307    -114.5016       7.6164
     308    -109.4749      10.0783
     309    -112.2708      -7.7055
     310    -112.6507     -16.4965
     311    -128.4705     -18.0737
     312    -101.9712      -9.0416
     313    -129.4400      -2.1604
     314    -111.7403      -6.9136
     315    -113.5535      -8.8639
     316    -115.0346     -20.1985
     317    -105.4661      -8.4709
     318    -127.2903     -11.5507
     319    -127.7504     -27.8137
     320    -105.8193     -18.2379
     321     -93.5706     -23.2829
     322    -105.3039      -9.1501
     323    -120.9091      -3.2525
     324     -97.0575      -3.6169
     325    -120.8453     -11.5840
     326    -121.8855      -3.2707
     327    -103.8582     -30.1763
     328    -103.6757     -35.0568
     329    -102.3662     -16.7625
     330    -115.5922      -6.9488
     331    -135.8060      -0.9311
     332    -107.2583      -3.7075
     333    -115.4925      -3.1067
     334    -114.8129      -5.1928
     335     -93.8097     -10.1034
     336    -113.0010     -20.4921
     337    -112.5394     -15.8086
     338    -110.5834       2.4770
     339    -124.5541      -4.9868
     340    -126.9065       1.6242
     341    -114.0956     -15.6901
     342    -133.2801     -11.2676
     343    -109.0132      -0.9045
     344    -118.8063     -15.9997
     345     -89.8023     -33.2701
     346    -110.6827     -21.1929
     347    -112.6255      -2.3115
     348    -117.9343     -10.2933
     349    -125.6339       1.5260
     350    -115.9470     -14.9472
     351    -103.5118      -8.5207
     352    -120.6664     -13.1899
     353     -94.9254     -26.2537
     354    -114.8030      -6.5661
     355    -120.0811     -10.9798
     356    -114.0825     -11.9550
     357     -92.2468     -15.7981
     358    -113.8849      -6.2738
     359     -93.3178     -27.8024
     360    -112.2700     -12.0352
     361     -98.3413     -23.3307
     362     -98.5907      -4.0903
     363    -100.5165     -16.8698
     364     -99.7995      -1.4194
     365    -124.4278      -4.8068
     366    -115.1986       5.8813
     367    -131.8576      -3.6902
     368    -120.5041       2.0944
     369    -112.5888      -4.2506
     370    -126.2387      -3.0549
     371    -102.1735     -25.2409
     372    -120.7989     -11.6082
     373     -99.2885      -1.7291
     374    -101.2479     -20.8610
     375    -108.4391       0.4746
     376    -109.7320       5.0452
     377    -120.2473     -11.6212
     378    -120.6588     -19.2282
     379    -109.3087      -3.7231
     380    -119.4924      -4.2137
     381    -107.0333     -24.2725
     382    -126.3332     -13.3316
     383    -109.2705      -7.9768
     384     -86.9340     -20.9246
     385    -104.7904     -26.6107
     386    -114.5494     -14.9271
     387    -101.2232     -27.3421
     388    -122.1852     -22.0632
     389    -102.5593      -0.7959
     390    -124.9507     -14.8097
     391     -99.2115     -20.2812
     392     -88.1020     -20.4735
     393    -116.6950     -31.6806
     394    -106.5588      -5.4230
     395     -94.6580     -15.3746
     396    -114.2782     -10.0694
     397    -119.2591     -19.2593
     398    -127.4436     -13.7274
     399    -121.3976      -2.6235
     400    -135.4915     -11.9344
     401    -118.4749      -4.8922
     402    -120.2631       2.4310
     403    -103.5178     -15.4034
     404    -104.7227      -9.4325
     405    -122.6347       2.9437
     406    -122.7164      -9.7828
     407     -98.0060     -26.5257
     408    -115.4195     -25.1946
     409     -95.0617     -13.1763
     410     -98.3259      -9.6954
     411     -94.4944      -4.5497
     412    -116.6551      -2.8098
     413    -114.0940     -12.8180
     414    -136.7558      -1.5345
     415    -122.4628     -14.2252
     416    -106.8260     -11.1805
     417    -119.3951      -7.2103
     418    -111.0156       3.0502
     419    -126.4382       2.9720
     420    -116.8362     -12.5426
     421    -109.3163     -11.0140
     422    -125.8297       4.6023
     423    -121.9313     -14.0162
     424    -125.3608      -7.0425
     425    -114.3641      -2.7796
     426    -112.3449      -3.0452
     427    -109.6852     -22.3294
     428    -107.5035     -11.4250
     429    -102.5978     -24.9905
     430    -110.7464      -6.1405
     431    -129.3530     -17.9497
     432    -130.2184       4.9497
     433    -112.2413      -0.4021
     434    -134.8403       1.4396
     435    -114.2387     -12.1836
     436    -108.0949      -7.3234
     437    -112.8319     -11.7973
     438    -120.2910     -15.2097
     439     -98.8208      -6.0123
     440    -109.6494     -14.6519
     441    -120.3272     -20.0602
     442    -127.0624     -11.3369
     443    -131.3215      -4.7248
     444    -107.8563     -19.7318
     445    -106.2422     -10.6890
     446    -114.9097     -13.2994
     447    -106.2733      11.3216
     448    -114.9492     -23.9512
     449    -107.6241      -1.8276
     450    -124.0139     -12.9723
     451    -104.5492     -21.0162
     452    -101.0154     -21.1138
     453    -121.7907     -12.0118
     454    -117.9948     -19.7993
     455    -105.8051     -38.2968
     456    -117.9171     -35.5283
     457    -115.8345     -11.7031
     458    -118.3882      -5.1886
     459    -128.3269     -10.8300
     460    -112.4007      -4.8276
     461    -120.6779      -4.4696
     462    -124.2098       3.4009
     463    -106.5809     -15.6810
     464    -123.6019       2.6238
     465    -119.7025     -22.0185
     466    -129.5470      -6.0482
     467    -123.2222      -8.4745
     468    -119.7672     -12.7416
     469    -116.7960      -1.8137
     470    -116.6635      -3.3202
     471    -118.5936     -18.9408
     472    -130.8692      -0.9813
     473    -121.4727     -14.1565
     474    -111.6768      -0.9007
     475    -113.0054      -8.4905
     476    -111.2698      -5.8839
     477    -118.9688     -21.0992
     478    -121.8451      -3.7320
     479    -131.6851      -8.0112
     480    -112.7797     -17.9428
     481    -120.2283     -14.8152
     482    -118.3538     -20.2608
     483     -96.5924     -21.5774
     484    -123.5356     -12.0631
     485    -107.8092     -24.7382
     486    -103.9125      -8.3524
     487    -131.3620     -12.1593
     488    -129.2169      -6.6252
     489    -131.9334     -15.0058
     490     -98.0146     -10.3704
     491    -103.7128     -10.9124
     492    -125.6508     -22.2360
     493    -108.6872       4.1773
     494    -107.3079      -7.3700
     495    -108.7241     -18.3304
     496    -100.2287      -3.9439
     497    -109.3213      -0.5681
     498    -125.5984     -13.1761
     499    -124.2605     -13.8326
     500    -108.3983     -13.9646
     501    -103.0889     -27.4255
     502    -100.4428     -13.4498
     503     -98.3436     -19.2491
     504     -94.6470     -20.6301
     505    -114.3521       5.9893
     506    -107.7166     -12.6807
     507    -122.3710     -11.4666
     508    -112.9312       8.9613
     509    -105.0863      -1.5026
     510    -120.1105       0.8002
     511    -108.7970       3.0091
     512    -143.8491      -6.2667
     513    -113.1430      14.4410
     514    -108.5705      -6.1922
     515    -138.6805       3.4159
     516     -97.3091      -6.1444
     517    -119.6539      -4.7325
     518    -121.1976     -10.1215
     519    -124.7858     -22.8726
     520    -119.8789      -0.3314
     521    -137.9826       3.0662
     522    -124.8660      -7.9083
     523    -114.2515      -8.3539
     524    -113.8945       4.9260
     525     -93.8868     -18.4734
     526    -109.1247      -8.8572
     527    -107.5635     -15.4520
     528    -115.7696      -5.9913
     529    -111.9787     -15.4574
     530    -143.3631     -10.4827
     531    -108.5319      -6.2322
     532    -144.6969      -1.8147
     533    -114.1348       5.4007
     534    -115.1239      -0.5604
     535    -129.5668      -9.1224
     536    -100.5417       0.0121
     537    -103.4780     -14.9285
     538    -115.5539     -23.0620
     539     -86.9887       4.1063
     540    -118.1524     -31.9498
     541    -108.6204      -1.3125
     542     -98.7193     -21.5944
     543    -110.1449      -0.7040
     544    -104.0965      -7.0232
     545    -125.5627      -1.6486
     546    -100.8062      -8.8517
     547    -116.2943      -0.0833
     548    -103.8574     -18.6527
     549    -121.3226      -1.1837
     550    -105.8037     -13.2306
     551    -120.1591     -11.4037
     552    -135.3668      -1.3836
     553    -118.5791      -8.1993
     554    -104.4405      -5.9892
     555    -115.1793     -13.1027
     556    -118.9212      -3.6982
     557    -113.8179      -9.5352
     558    -109.7592      -9.5266
     559     -97.7401     -26.2685
     560    -126.4427     -19.2208
     561    -127.3879      -7.5666
     562    -115.6442      -7.7531
     563     -94.2955      -4.4519
     564    -121.6204     -13.0882
     565    -119.4127     -16.7404
     566    -110.2280     -13.6261
     567    -138.4530      -6.7248
     568    -102.3701      -6.2613
     569    -111.2770     -17.9006
     570    -114.0003     -10.3206
     571    -128.2259      -4.5549
     572    -122.5592       4.8160
     573    -128.3506      -1.9406
     574    -120.6817     -26.7869
     575    -110.4633      13.5474
     576    -122.1898      -4.6761
     577    -112.5870      -5.6701
     578    -124.7989      -0.5983
     579    -111.2221     -22.0063
     580    -103.8922      -7.7196
     581    -112.0173      -7.5503
     582    -112.5114       3.5302
     583    -103.7160      -2.9107
     584    -115.0374      -8.3587
     585     -89.4964     -14.1443
     586    -113.7899      -9.2238
     587    -122.1508      -3.7248
     588    -121.9788     -16.3446
     589    -127.2618      -3.4473
     590    -116.9647     -11.1571
     591     -87.8175      -4.4168
     592    -108.8504      15.9463
     593    -106.8879     -10.5517
     594    -126.8517       9.4377
     595    -129.2734     -19.2459
     596    -111.1511     -23.4472
     597    -115.9465       0.6098
     598    -131.1795       0.9518
     599    -110.1516     -11.4498
     600    -134.7658       1.2965
     601    -103.0266     -15.9914
     602    -123.9898     -17.7754
     603    -122.2861     -22.0949
     604    -120.8672      -4.0309
     605    -108.5516      -6.8964
     606    -106.1653     -17.3134
     607    -125.4155      -2.8289
     608    -119.4777      -4.1879
     609    -125.8245     -18.5353
     610    -105.5226     -16.6893
     611    -112.7220     -12.8426
     612    -120.6216       1.1350
     613    -103.3093     -10.6787
     614    -132.7826      -5.1247
     615    -134.9000      19.0068
     616    -105.5840     -19.7351
     617    -100.4745     -20.0395
     618    -121.0481      -6.2591
     619    -118.7818     -30.8094
     620    -112.8892     -21.9195
     621    -116.9887      -1.9912
     622    -107.8572     -11.2244
     623    -114.3238     -27.1286
     624    -103.9446     -13.9098
     625    -108.0834     -29.0720
     626    -127.0555      -9.3491
     627     -89.9490     -32.8017
     628     -98.4353     -29.1044
     629    -113.3339     -13.8879
     630    -111.7754     -18.3300
     631     -98.6498     -15.7221
     632    -131.9473      -2.1912
     633    -107.3706      -3.6663
     634    -104.1078     -20.4611
     635    -131.1987      -7.9770
     636    -125.1296     -10.8642
     637     -98.8760     -13.9109
     638    -114.6994      -5.6538
     639    -100.5758      -1.7547
     640    -107.1843     -15.5479
     641    -125.0661       1.4578
     642    -127.6379       6.1125
     643    -109.2571     -11.6686
     644    -108.4201     -20.6774
     645     -90.5994     -20.6103
     646    -117.6985     -16.0553
     647     -87.8341     -15.6887
     648     -92.4606     -16.8625
     649    -120.5584      -3.8330
     650    -132.1344     -14.2367
     651    -115.3821      -7.7000
     652    -128.3852     -13.3571
     653    -130.0509      -5.0416
     654    -135.0889     -14.1575
     655    -106.4677      -9.2658
     656    -106.9743     -19.3068
     657    -108.7625     -26.4289
     658    -116.1749     -15.4774
     659    -114.8369      -8.3856
     660     -94.4787     -25.4932
     661    -118.0375     -11.1495
     662    -117.1352     -25.1769
     663    -100.8300     -22.3181
     664    -113.5478     -21.8871
     665    -118.9697     -15.3196
     666     -76.0501     -24.9978
     667    -118.9079     -15.9759
     668     -95.2744     -12.5939
     669    -111.2731     -18.8186
     670    -135.3369     -11.3798
     671    -101.4793     -23.2607
     672    -110.8834      -7.7150
     673    -107.4826     -18.6161
     674    -105.1139     -15.9324
     675     -86.0247     -15.7301
     676    -110.1565      -9.1859
     677    -115.2676     -14.1217
     678     -89.6874     -19.7901
     679    -117.1187     -21.3443
     680     -96.9421     -19.3718
     681     -93.4516     -18.1013
     682    -102.2279     -19.8437
     683    -116.5839     -18.7927
     684    -121.5304     -11.9457
     685    -108.4358       1.5301
     686    -101.3439     -15.2139
     687    -114.0988      -8.8215
     688     -97.1711     -32.0996
     689    -104.9633     -27.8158
     690     -91.9409     -13.7028
     691    -112.4610     -11.7030
     692     -99.8974     -13.8060
     693    -131.9047     -14.7542
     694    -120.7292     -14.3605
     695    -105.6528     -13.0292
