#Frame        phi:121      psi:121
       1     -97.3656     -11.4185
       2    -113.4785     -20.7590
       3    -114.3349     -10.2270
       4    -114.1936     -12.7448
       5    -103.2494      -3.1229
       6    -120.5990      -0.3184
       7     -89.8042     -13.4977
       8    -109.7024     -12.8381
       9    -117.9209     -12.0959
      10     -87.7145     -24.8012
      11     -99.2696     -19.6800
      12    -117.6784      -9.0657
      13     -84.8828      -7.4081
      14     -85.0433     -20.8447
      15    -123.0306      -7.2627
      16    -110.6793     -14.4718
      17    -108.2039     -14.8705
      18    -103.5493     -28.4488
      19     -93.7743     -12.5953
      20     -99.4927     -28.4273
      21    -121.9672     -30.1587
      22    -110.4093      -5.0430
      23    -120.8290     -11.3881
      24    -108.7415     -13.2254
      25    -105.7587     -24.3217
      26    -111.2970     -13.9488
      27    -108.0103     -29.4348
      28    -115.6005     -28.4784
      29    -103.5450     -16.4843
      30    -107.5435     -10.9801
      31     -91.9222     -28.5285
      32    -106.1508      -4.3595
      33    -127.7515     -14.0426
      34    -126.0016      -9.8507
      35    -102.5758      -4.4835
      36    -136.2339     -18.1317
      37    -106.2221     -16.1686
      38    -113.0718      -4.3182
      39    -109.8115     -17.2051
      40    -118.7354     -17.0617
      41    -120.5460     -29.0640
      42    -135.9878      -9.7266
      43    -122.4896     -34.4365
      44    -131.6168     -28.4443
      45    -113.1596     -24.5347
      46    -114.2714     -12.8176
      47    -120.0744      -7.8434
      48    -128.6384     -11.8520
      49    -125.8137     -20.6260
      50    -106.1487      -8.6973
      51    -115.6205     -13.9052
      52    -135.1390     -13.0205
      53    -110.1118     -14.6182
      54    -105.8793     -20.0202
      55    -115.4064     -13.5962
      56    -107.5840     -16.6031
      57    -110.2253     -10.1189
      58    -119.0729      -8.4162
      59    -124.7494      -1.4773
      60    -126.7406     -14.6584
      61    -114.8925     -11.2362
      62    -107.6097       0.9592
      63    -102.8177     -19.1458
      64     -89.6967      -7.8495
      65    -101.8516     -23.9005
      66    -100.5162     -10.8711
      67     -92.3503      -6.1614
      68    -117.4062      -6.3831
      69    -126.6571       0.8510
      70    -149.8099       6.0777
      71    -117.4526      -9.1394
      72    -120.3316     -15.7276
      73    -118.9128       2.6141
      74     -96.6991     -16.0405
      75    -134.2181       2.4078
      76    -124.8465     -23.2021
      77    -112.1618      -4.6031
      78    -107.9279      -3.9851
      79     -99.3320      -6.6472
      80     -94.3471       2.1632
      81    -103.6096      -6.5363
      82    -112.8221     -17.6860
      83    -118.7318       3.4346
      84     -91.4452     -11.7274
      85     -94.6019      -7.2197
      86     -94.2977     -29.7959
      87     -94.0352     -36.3895
      88     -96.6960      -3.7393
      89     -94.6773     -16.6140
      90    -111.2261       1.9583
      91    -108.4752      -8.1299
      92    -102.1780     -13.0254
      93     -97.6649       4.5882
      94    -105.6232      -8.8861
      95     -91.1416     -10.1286
      96     -88.0564     -12.0290
      97    -107.7536      -9.6877
      98    -101.8290      -1.3061
      99    -102.1855      -4.8791
     100     -85.2704      -8.1162
     101     -91.4058      -7.1217
     102     -98.8117      -1.8054
     103    -109.8267      -4.6971
     104     -97.0730      -0.2623
     105    -104.5907     -28.3810
     106     -84.2060       4.6838
     107    -104.2237     -10.3393
     108    -128.4347     -10.5071
     109    -109.8494       0.5989
     110    -101.4101      -8.5744
     111    -108.5634      -3.9601
     112    -107.6353      12.4706
     113    -106.1777     -12.6834
     114    -113.4835      -2.1904
     115    -104.6955     -17.0039
     116     -98.0469      -3.7799
     117    -105.5582      -2.8971
     118    -108.7296       6.2190
     119     -97.5749     -19.2893
     120    -111.1874      -5.2785
     121    -135.2728       3.1446
     122    -108.8817       0.4182
     123    -100.3136      -8.5522
     124     -96.7008      12.3394
     125     -90.0285      -4.4723
     126    -104.3359      -9.8460
     127    -112.8473      -7.5896
     128    -113.4568     -11.1550
     129    -104.3080      -9.1276
     130    -118.4602      -5.0572
     131     -99.4452      -1.7142
     132    -124.2904      -6.9949
     133     -96.9324     -23.5038
     134    -108.9806       4.5263
     135     -93.1831     -20.4818
     136     -86.1298     -10.1433
     137     -95.4703       2.1148
     138     -90.5257     -14.3939
     139     -97.5717       0.2882
     140     -88.9732      -4.6797
     141    -100.6557      -0.7462
     142     -94.3950     -23.1465
     143    -106.6829     -27.3340
     144    -107.8076     -14.3054
     145    -107.5489     -12.9805
     146    -118.7367     -11.2343
     147    -128.4824     -12.3388
     148    -125.5565      -5.3508
     149     -91.7286      -0.7359
     150    -122.0216     -12.7827
     151    -109.4125      -0.9725
     152     -84.3462      -8.7902
     153    -109.4746      19.5145
     154    -114.2849      -9.3974
     155    -109.1318       4.0622
     156     -93.6534     -15.3868
     157    -106.1011     -11.2280
     158    -130.8919      -5.1872
     159    -110.7501      -4.6146
     160    -105.0926     -11.8020
     161    -122.3190      -5.4165
     162    -107.2835     -27.9358
     163    -105.3950      -8.7541
     164     -77.3822     -13.0980
     165    -101.5629     -15.6909
     166     -83.2715     -11.5701
     167    -112.3024      -6.4178
     168    -119.0948     -10.6059
     169     -76.8200     -15.8639
     170     -93.9871      -4.5451
     171    -117.4531      -1.2788
     172    -101.3730     -23.1137
     173    -116.1817       4.7158
     174    -111.2733      -0.2428
     175    -113.5878     -18.9566
     176    -112.1649       9.6104
     177    -107.2263      -8.7128
     178    -109.0628      -1.2212
     179     -91.2379     -17.0485
     180    -104.7841     -12.8523
     181    -116.6164      -7.2506
     182    -123.7561      -5.6470
     183    -102.4882     -11.7579
     184    -106.4819     -13.7902
     185    -112.9509     -16.4420
     186    -104.4278     -18.2236
     187     -93.1332     -10.3299
     188    -102.5257      -9.1732
     189    -105.1823       3.5759
     190    -101.8100     -10.1816
     191     -99.4315      12.2114
     192    -113.6679      -8.8265
     193     -89.8403     -20.8003
     194    -113.6583      -0.9580
     195    -114.4576      -9.3508
     196    -119.5935     -15.8227
     197    -119.6075       8.7158
     198    -104.6116       0.5861
     199    -102.5908       6.8290
     200     -89.1493      -6.3573
     201     -91.2843     -14.6788
     202     -98.2874     -19.8351
     203     -95.3767     -13.2545
     204    -101.1705     -11.8794
     205     -99.3352      -6.2798
     206    -115.2640     -12.3640
     207    -108.1702      -5.7105
     208     -84.7837      -2.7985
     209    -112.4458      -5.0261
     210    -114.8716     -10.2357
     211    -110.0190      -2.9773
     212    -131.4274      10.4269
     213    -102.6883       2.6722
     214    -104.5212      -5.7413
     215     -96.7751     -18.0447
     216     -97.0466      -1.5985
     217    -116.9434      -5.0240
     218    -101.7987      -3.5958
     219    -104.9791      -1.3270
     220    -101.1894      -7.7229
     221     -95.7774      -8.2362
     222    -111.4533       1.8672
     223     -96.9928      -0.7225
     224    -102.1762      -2.3151
     225     -99.1465     -15.6882
     226     -94.4983     -10.4431
     227    -123.4337       3.3589
     228    -105.2310     -21.9476
     229     -86.7077     -16.0233
     230    -111.4487     -13.7561
     231     -99.5792      -8.7316
     232     -93.4602      -9.0288
     233    -100.7445     -12.7156
     234    -111.4167     -32.2023
     235     -96.8478     -11.1750
     236     -89.2444     -11.1204
     237    -117.8005     -18.5537
     238    -115.2141      -2.9773
     239    -112.1944       7.0947
     240    -126.0771      -0.1461
     241     -99.6549     -15.0851
     242    -113.4753       3.5245
     243    -105.1461      -2.0568
     244    -100.7775      -2.3046
     245     -83.1445     -16.7476
     246     -88.8315      -0.8273
     247    -111.3009     -10.9870
     248    -107.7787       8.9010
     249    -132.3944      -3.5420
     250    -110.2675     -27.2526
     251     -96.2880     -16.2502
     252    -104.9571     -13.5535
     253     -89.8770     -11.1147
     254    -121.0925      -2.4272
     255    -102.5476      -2.3601
     256    -104.6381       2.8795
     257    -104.6456     -18.0543
     258    -117.9040     -22.3442
     259    -113.9877      -5.5704
     260    -112.6727     -11.8846
     261    -104.9162     -13.7863
     262    -103.9901      -0.5129
     263     -91.2698       2.6964
     264    -110.3972     -13.1684
     265    -107.6283       0.6365
     266    -122.7216     -11.2243
     267    -106.5214      -7.4773
     268    -110.2277      -3.5492
     269     -99.6484      -3.8186
     270    -113.9247      -8.5223
     271    -112.9231      -8.2293
     272    -116.8677       5.6116
     273    -105.7807     -14.1484
     274    -102.2405      -6.9300
     275    -104.2259     -12.8341
     276    -104.0616      -6.0208
     277    -119.1943      -7.5833
     278    -114.4902       2.1480
     279     -97.2983     -13.9319
     280    -116.8466     -16.4880
     281    -112.3082     -15.2641
     282    -117.2168      -6.9976
     283    -125.3481       5.0791
     284    -117.8008      -4.9665
     285    -104.1984       4.4394
     286    -109.7715      -4.1724
     287    -103.8844     -12.7234
     288    -119.4126      -4.1045
     289    -104.3968     -17.0325
     290     -91.7665       6.1017
     291    -102.4024      -3.5049
     292    -114.6122     -11.1899
     293    -121.5792     -15.7986
     294    -106.2441       1.9121
     295     -98.0434     -14.9143
     296     -85.2692      -0.9306
     297     -95.0681       3.1136
     298    -111.6384     -28.5639
     299    -106.9066       0.1152
     300    -109.6831     -15.5145
     301    -126.9726      -8.9556
     302     -96.7786       1.5238
     303    -115.5935     -17.1304
     304    -123.2046     -10.1726
     305    -119.0663     -13.4606
     306     -95.5806       4.7511
     307    -116.9801     -15.8998
     308     -99.2203      -0.9558
     309    -112.2174      -7.3651
     310    -114.4663      -8.9379
     311    -122.4120     -15.8698
     312    -112.0583      -3.7747
     313    -104.8107      -2.3126
     314    -131.9365      -4.3953
     315    -106.0599      -0.7760
     316    -105.8293     -10.9541
     317     -95.0972      -5.3165
     318    -121.6031      -1.6623
     319     -95.6852      -6.9020
     320    -113.9904       1.5247
     321    -104.5369      -0.1025
     322    -112.8769      -5.8349
     323    -124.8598      -7.8761
     324    -117.3536     -11.5459
     325    -129.0108      -3.5745
     326    -112.4784      -0.3513
     327    -106.5962      -3.4521
     328    -108.6517       3.7072
     329     -99.8963       0.4215
     330     -96.1908     -10.1786
     331     -97.4366      -8.2321
     332    -118.6920      -6.7464
     333    -117.5568      -6.8339
     334    -122.6107      -6.8943
     335    -102.8284       5.2167
     336    -122.8906      -4.3950
     337    -127.0809       4.7339
     338     -88.7690      -6.3679
     339    -110.8736       1.3374
     340    -110.6929      -9.4406
     341     -96.7636     -16.6037
     342    -114.6516      -9.5720
     343    -112.8855      -2.6889
     344    -113.9336      -1.1387
     345    -110.0303      -5.4154
     346    -101.6425     -17.2828
     347    -119.2168      -3.0925
     348    -109.5107      -2.7388
     349    -111.7008      -2.4909
     350    -102.3923       3.1348
     351     -89.6056      13.1988
     352     -76.7882     -35.2667
     353     -94.6340       0.0001
     354    -139.0150       6.4967
     355    -115.9970       5.1467
     356    -107.5121     -11.5318
     357    -100.4312       5.6445
     358     -95.5724     -20.5819
     359    -104.5999      -9.6809
     360    -121.6847       7.5769
     361    -109.2782      -5.1461
     362    -114.2823       0.5206
     363    -102.7418      -3.4501
     364    -107.5333       2.7915
     365    -113.9898       7.9599
     366     -97.5660      -7.0660
     367    -106.4938      -5.5709
     368    -103.9345      -0.5167
     369    -107.7033     -13.1806
     370    -114.3530       4.4830
     371    -126.0285     -12.8754
     372     -96.4041       1.7910
     373    -104.0132     -11.6492
     374    -116.1859      -1.1707
     375    -105.4498       3.1342
     376     -82.2096      -6.1446
     377    -100.1598       1.9075
     378     -95.5798     -11.9152
     379    -118.2269     -15.4762
     380     -79.4400     -15.0961
     381    -124.5532      -2.3299
     382    -115.1164      -1.6599
     383    -100.2038      -6.7738
     384    -122.5051       0.4743
     385    -100.4685       7.9533
     386     -93.2885      -1.9678
     387     -78.6303      -5.6690
     388     -97.7192       0.9397
     389    -105.5807      -4.3711
     390     -96.5650     -13.8993
     391     -66.9941     -11.8213
     392    -117.0379       4.0973
     393     -96.8553      -9.3392
     394     -87.6257       2.8621
     395    -139.6186      -5.1505
     396    -113.3828     -17.0517
     397    -124.2997       8.2211
     398     -99.2439      -5.5482
     399    -109.5027       0.3461
     400    -102.5584     -16.8678
     401    -108.1112     -19.3082
     402    -105.4178       0.4645
     403    -110.4574       7.8636
     404    -106.1214      18.8941
     405     -90.5206      -9.1283
     406     -97.6416      -7.3630
     407     -94.4151     -26.1452
     408    -122.0877      -0.7500
     409     -94.8133       4.6232
     410    -110.0129     -18.2253
     411     -89.6578     -22.4881
     412     -91.6140     -19.1691
     413     -83.6859      -9.0035
     414     -89.6343      -3.8821
     415    -103.2456      -0.1491
     416    -121.7751      -0.5549
     417    -103.2450      -6.2347
     418    -107.3546       8.9034
     419    -125.7115     -13.2785
     420    -119.6310      -3.4380
     421     -98.5520       7.0162
     422    -115.2910      -9.9522
     423    -109.7897      -0.3767
     424    -111.5203      -3.7790
     425    -109.0436     -16.9153
     426     -95.5229     -12.5764
     427    -120.7520      -9.7757
     428     -79.2514     -17.8260
     429    -107.8674     -13.6616
     430    -102.1253      -8.1552
     431    -101.4055     -10.2957
     432    -115.5527      -8.2247
     433    -102.4204      -8.8157
     434    -113.3381      -4.4368
     435    -117.0494      -5.7464
     436    -117.3517     -19.3638
     437    -105.8223     -17.5634
     438    -106.6139      17.1305
     439     -95.3869      -6.3176
     440     -99.0454       0.5875
     441    -109.2807     -10.4432
     442     -88.8341     -13.7821
     443    -101.2316      -9.5275
     444     -99.7095     -10.4201
     445    -106.2274      -0.9885
     446     -85.9048     -14.3599
     447     -99.0552     -13.7176
     448     -95.6765       4.2550
     449    -119.9488     -14.4217
     450    -116.4378      -7.1488
     451    -113.1732     -18.9686
     452     -97.8503      -5.0082
     453     -90.0208       0.9924
     454     -96.8391      -8.9599
     455     -88.8389      -2.2657
     456     -99.8133      -8.9648
     457    -101.8498      -8.7641
     458    -112.5255      -2.1929
     459    -110.8841     -14.0637
     460     -99.3832      -9.8504
     461    -104.3304     -10.3887
     462     -80.4896      -0.7400
     463     -94.0349      -5.4962
     464     -86.6503       6.3226
     465     -88.8697     -20.2930
     466    -109.8288      -8.6259
     467    -122.3720      -6.6985
     468    -104.8916     -26.2774
     469     -96.1261      11.2046
     470     -94.4905     -19.4441
     471    -110.9920      10.6920
     472     -92.3275      -5.1006
     473     -95.6441      -4.7133
     474     -93.7055     -21.2409
     475    -112.6439     -10.7062
     476    -102.0030      -0.3940
     477    -103.7452     -15.5860
     478     -86.9929     -14.8253
     479     -92.5092      -6.9303
     480     -96.8500      -3.5692
     481     -81.0127      -9.4181
     482    -105.4800       4.7889
     483     -91.5305      -7.2530
     484     -95.2638       0.7762
     485    -101.8679      -5.6625
     486     -91.1773      -3.6268
     487     -98.9752       5.4202
     488    -111.9911      -4.3666
     489    -103.1455       6.8966
     490     -86.6226      -3.7191
     491     -85.5870     -11.4903
     492     -99.0912     -12.7785
     493     -89.5260      10.8640
     494     -73.9961     -15.0267
     495     -78.4676      -6.8657
     496     -87.5786       0.8514
     497    -109.6725      -6.4377
     498     -86.5571      -1.6884
     499    -101.9725      10.7464
     500    -117.5918      -7.3609
     501     -83.5640      -7.0366
     502     -93.1574     -11.5629
     503    -113.3481       9.8125
     504    -108.2998      -3.7939
     505    -132.6569     -18.0749
     506     -95.5073     -12.6810
     507    -128.2778      -4.2412
     508    -100.1775      -4.7210
     509    -109.8888       5.2657
     510    -119.3262     -18.9961
     511    -105.2094     -10.2609
     512    -100.9647      -7.4871
     513    -111.9576     -14.4805
     514    -103.1712     -14.2751
     515    -100.6481     -15.8650
     516    -125.3211       1.4880
     517     -99.4706       4.6010
     518    -123.6880      -9.4101
     519    -100.3805      -7.4487
     520     -98.9585      -1.9470
     521     -90.5393      -1.2034
     522    -115.7826     -12.5191
     523     -99.2556      -1.7785
     524     -92.8312      10.5681
     525    -102.9338      13.7583
     526     -95.5999     -11.2915
     527    -101.0186      -7.8476
     528     -94.4105       0.3480
