#Frame        phi:121      psi:121
       1     -90.5465     -24.6903
       2    -104.1026       6.0208
       3    -129.1845      -7.2148
       4     -88.7151     -15.9595
       5     -98.9260     -10.2671
       6    -104.5338     -20.9288
       7     -93.5479     -12.0603
       8     -91.1493       1.3239
       9    -109.9791      -5.6960
      10    -101.1955     -27.4088
      11    -109.1268     -29.0270
      12    -103.2771     -28.4680
      13     -93.3362     -28.3968
      14     -80.5176      -4.8593
      15    -108.3034      -4.5636
      16     -96.6230      -3.6559
      17    -105.6980     -14.3717
      18    -127.7187      -0.3569
      19    -104.4413      -1.0282
      20    -101.5336       0.8397
      21    -103.6226     -29.6412
      22    -106.7818     -11.9952
      23     -96.1616     -16.0705
      24    -110.4154     -12.3589
      25    -100.8639     -14.5168
      26    -115.4239     -17.1147
      27    -111.4462     -27.7431
      28    -113.7590     -13.8617
      29    -122.2196     -12.4676
      30     -99.9860     -19.8084
      31    -113.3094     -19.3764
      32    -118.4239     -14.7364
      33    -125.9637      -4.3094
      34     -82.9394      -4.5020
      35    -112.2520      -9.6108
      36    -113.2723     -12.9588
      37    -103.8920     -12.0762
      38    -112.7001      -3.8608
      39    -115.2852     -35.6560
      40    -115.5769      -5.8338
      41     -97.3475     -24.0594
      42    -109.5021      -5.4940
      43    -108.1832     -39.0378
      44     -91.7066      -9.5081
      45    -101.2810      -2.9380
      46    -102.0235       9.6641
      47     -86.7807     -19.0956
      48     -93.5340      -2.7532
      49    -104.5196     -14.6718
      50     -99.1943      -5.6454
      51    -101.1708      14.1936
      52     -88.7188      -7.3842
      53     -87.0803      -7.9318
      54    -112.9766      -1.2057
      55     -79.3866     -15.0534
      56     -91.1244     -15.1986
      57     -97.6541      -1.0630
      58     -91.7232     -12.5817
      59     -84.8745     -13.4282
      60    -117.0504      -1.7961
      61    -101.3031      -8.4500
      62     -83.9027      -2.1922
      63     -89.9930     -11.4847
      64    -102.2586     -12.1768
      65     -81.4108     -13.4775
      66    -105.1336     -12.5320
      67     -99.7105      13.7601
      68    -101.5892       2.9764
      69    -111.2395      -2.1422
      70     -96.2479     -15.5095
      71     -99.3206     -21.1647
      72    -102.3954      10.9009
      73     -97.2753       0.1014
      74    -101.8609       7.2380
      75     -90.9788      -9.2486
      76     -82.8509      -3.8414
      77    -102.4512     -16.1511
      78     -93.8504      -7.1156
      79    -119.3058       7.6656
      80    -109.9729     -14.7723
      81     -90.7148      -8.6633
      82     -91.2179     -21.2520
      83     -89.1593      -9.7382
      84     -95.1519      -1.1158
      85    -103.5358      18.3055
      86    -111.2847      10.5497
      87    -107.3672     -11.6861
      88    -110.0626      -6.3273
      89     -87.4195     -14.2875
      90     -90.5109      -4.3432
      91    -101.4979      -9.0755
      92     -84.4888     -13.1250
      93     -91.4451      -5.8648
      94     -99.3157      -3.1749
      95    -108.7993      -1.0878
      96     -91.0254      -9.8158
      97     -95.0504       3.0206
      98     -87.7417       5.3542
      99     -92.2714       8.8167
     100    -102.0812     -17.2210
     101     -94.7488       7.3250
     102     -88.9995      -8.1806
     103    -101.6012     -25.7198
     104     -91.3799      -9.5853
     105    -102.0348       1.2491
     106    -123.9856      -8.0753
     107     -84.8178      -4.7718
     108     -87.4552      -2.7018
     109     -90.7118     -19.7980
     110     -87.8265     -20.7544
     111     -84.4515     -26.5152
     112    -112.0437       5.4315
     113     -66.7135     -15.7605
     114     -91.0534      -6.9911
     115     -88.3317      -0.5108
     116     -97.8422     -16.3917
     117     -93.4520     -15.0105
     118     -89.6499      -4.6050
     119     -98.1397      -3.3294
     120     -96.6312     -10.2754
     121     -87.1706       0.3001
     122     -87.5342       1.8604
     123    -109.9050      -2.9058
     124     -98.9446      -4.2863
     125     -96.0388     -12.8980
     126    -119.4789       0.0026
     127    -108.6236      -9.6322
     128    -109.8395     -20.6661
     129    -113.8282     -24.7066
     130    -121.2871      -0.6442
     131     -90.3947     -24.5714
     132    -112.6546       8.6428
     133    -118.1799     -17.4934
     134    -121.4043     -14.4016
     135     -84.5262     -23.9787
     136     -99.4191     -15.2625
     137    -100.3769      -6.8396
     138    -121.5130     -17.5125
     139    -112.9097     -39.6990
     140    -121.5459       0.1924
     141    -117.0954     -32.7360
     142     -99.8667     -26.3111
     143    -117.5776      -4.2668
     144    -102.6298     -12.6417
     145     -95.8782     -15.0077
     146     -94.1014     -18.9568
     147    -114.4419     -14.2433
     148     -89.5558      -6.5249
     149     -98.9642      -4.8947
     150     -98.7422     -22.6895
     151    -110.8474      10.6202
     152    -102.3819       1.8036
     153     -90.3593     -15.2111
     154    -111.5361     -21.2959
     155     -99.7753       3.8073
     156    -113.9726      -3.8907
     157     -96.3041     -10.0821
     158     -92.1123      -1.7109
     159     -95.6775      -6.6146
     160    -100.4493      -9.4547
     161     -97.9668     -12.8918
     162    -102.9753     -24.1207
     163    -110.8965     -29.8748
     164    -110.8403     -20.9651
     165     -96.0399     -19.8267
     166    -115.9027      -7.9625
     167    -104.6768     -21.4035
     168     -96.3750     -19.8561
     169    -115.9899      -1.3623
     170    -113.1755       5.9625
     171    -116.6586     -10.3115
     172    -105.4338     -22.4480
     173     -99.4501     -37.3454
     174    -125.9462      -2.8331
     175    -111.7870     -22.1168
     176     -99.0213     -20.5803
     177    -111.3408       1.3979
     178    -119.6973     -22.0147
     179    -124.2249      -1.3594
     180    -109.5926      -6.5261
     181    -105.5648     -19.9980
     182     -96.6152     -11.7210
     183    -116.2631      -9.5215
     184    -106.3859      -9.4215
     185    -121.7236     -25.4903
     186    -139.5589      -2.7233
     187    -108.0472     -21.4779
     188    -108.1894      -3.2919
     189     -84.1310      -6.3634
     190     -94.2274      -3.9702
     191    -101.4226      -6.1414
     192    -116.0748      -1.4011
     193    -120.2239     -11.3715
     194     -95.5985      -5.8280
     195    -110.5540     -13.2504
     196     -99.4093      -8.3557
     197     -96.4050       0.8280
     198     -97.1752     -14.6466
     199    -114.5073     -11.7501
     200     -98.6025     -14.3498
     201     -96.8759     -28.6444
     202     -84.9920     -18.7306
     203    -112.5712     -13.6663
     204    -117.3745     -11.7303
     205     -99.4635     -27.5490
     206    -107.1068     -18.4198
     207    -109.4925       0.0141
     208     -92.2696     -14.2354
     209     -92.1401     -11.0234
     210    -107.0180     -13.0684
     211    -108.5753     -18.0939
     212    -130.9346     -11.1568
     213    -112.6500      -4.1025
     214    -108.1522     -11.8210
     215     -96.7996      -8.5006
     216    -111.9862      -8.8280
     217    -107.8690     -15.8624
     218     -94.5778     -22.1186
     219     -97.0129     -14.3660
     220    -105.6611      -3.9766
     221    -118.9116     -22.3935
     222    -108.0772      -5.0354
     223    -110.3226     -20.9853
     224    -110.7234     -13.4268
     225    -109.4112     -16.4849
     226    -105.3552     -19.3801
     227    -103.2745      -5.3631
     228    -106.2687     -19.2496
     229    -100.5361     -12.8686
     230    -110.5755      -9.6709
     231    -110.5773     -21.8857
     232     -90.9429     -17.0404
     233    -106.9144     -16.7837
     234     -90.7701     -33.1624
     235    -102.5636     -13.7775
     236     -91.4944     -28.6259
     237    -117.3296     -22.3239
     238     -87.5580     -24.4396
     239     -93.9669     -11.6989
     240    -105.0522     -17.5405
     241    -110.4236     -12.3942
     242    -100.6842     -16.1081
     243     -90.6423      -2.0909
     244     -83.6746     -13.3313
     245    -102.9994     -15.1524
     246    -111.5302     -20.2325
     247    -113.2868      -6.4525
     248    -107.4969     -17.5947
     249     -84.8596       0.1774
     250    -102.8120     -15.2892
     251     -81.1357     -22.1460
     252     -96.3060      -5.0137
     253     -90.5320      -5.4256
     254    -101.4459     -12.9914
     255    -100.1085     -24.8351
     256    -101.5683     -16.1137
     257     -95.2550      13.3732
     258     -99.6313     -13.3901
