#Frame        phi:121      psi:121
       1    -106.6232      -8.9190
       2     -95.0538     -17.5838
       3    -112.2084     -25.0239
       4    -113.4240     -11.6546
       5    -117.2160     -10.1882
       6    -108.7846       1.1437
       7     -96.3977     -21.7732
       8    -107.3545     -10.4781
       9     -92.9107      -7.7372
      10     -92.3296       0.0507
      11    -111.1901     -29.1099
      12    -106.4017     -27.6565
      13    -139.8423     -13.0201
      14     -87.3705     -23.6748
      15    -114.0934       0.0287
      16    -147.7259     -12.2942
      17    -104.2467     -22.5207
      18     -98.8370      -3.9988
      19     -96.4178     -12.5139
      20     -86.2001     -20.6045
      21     -88.5485     -24.6893
      22    -111.7631     -28.8447
      23    -102.8663     -17.1703
      24    -118.0130     -25.7972
      25     -88.5756     -15.1775
      26    -105.2144     -10.1632
      27     -98.5285      -8.7716
      28     -85.9890     -22.5298
      29    -103.1869     -16.8889
      30     -80.0175     -12.3218
      31     -96.5914      -9.9813
      32    -117.8215      -4.2133
      33     -98.1380      -9.3650
      34     -95.6422     -12.2257
      35     -96.7437     -14.0700
      36    -125.9412     -14.8978
      37    -122.0878      -8.1455
      38    -126.0808     -26.4782
      39    -107.6521     -12.0994
      40    -132.0888     -10.3538
      41    -111.4108     -15.5356
      42    -110.7195     -14.2004
      43     -92.1686      -5.8746
      44     -90.3064     -16.0430
      45    -107.2865     -18.4324
      46    -122.4642      -7.8660
      47    -122.0045     -23.9539
      48    -121.4554     -21.9083
      49    -117.8920     -34.8197
      50    -112.0572     -11.6719
      51    -113.3287       4.5899
      52    -114.6743      -7.6786
      53    -131.1607     -16.3838
      54    -127.7491       6.2620
      55    -117.5349      -8.7381
      56    -122.9047      -3.9843
      57    -116.5450       0.6997
      58    -102.7318     -14.8707
      59    -110.4144     -17.8530
      60    -120.1405      -8.7991
      61    -121.8998      -8.4432
      62    -126.2802     -10.2317
      63    -115.7964      -4.2251
      64    -110.0897     -17.5566
      65    -104.7607     -25.8022
      66    -108.2862     -16.5181
      67    -113.5155     -32.7385
      68    -115.4790     -24.2753
      69    -109.3197      -1.1948
      70    -109.3359     -26.9895
      71    -109.6521     -14.7314
      72     -96.1366     -14.8342
      73     -97.1478     -23.0982
      74    -103.2360     -10.6295
      75     -96.0152       0.1267
      76     -93.1047      -2.6200
      77    -101.7164       1.8832
      78    -114.7617     -31.4101
      79    -107.5923     -28.3181
      80    -108.4222     -16.9133
      81    -122.2775     -16.3604
      82     -79.6636     -38.5719
      83    -102.4316     -20.4870
      84     -95.9812     -23.4757
      85    -127.4281      -7.6381
      86     -99.8883     -35.6363
      87    -115.8179      -0.5631
      88    -122.4472     -22.7582
      89    -121.6874      -6.3618
      90    -104.0787     -19.4873
      91     -95.8206     -28.6977
      92    -102.9814     -32.2549
      93    -109.8002     -13.8218
      94    -108.6675      -9.9674
      95    -124.3680      -0.7176
      96    -104.7856     -27.6013
      97     -93.6396     -12.8383
      98    -100.7904       0.3125
      99     -95.3162     -19.2670
     100    -110.1551     -17.2520
     101     -98.3505     -26.4738
     102    -107.6454     -15.9644
     103     -99.6158     -11.6157
     104     -94.5726      -4.7471
     105     -94.1154     -14.3422
     106    -115.5341     -13.5949
     107     -88.5578     -15.6767
     108    -112.7180     -13.7367
     109    -110.1944     -11.9304
     110    -115.4580      -6.0610
     111    -115.3557     -38.0901
     112    -106.7221     -56.0998
     113     -95.9534     -12.4193
     114    -104.6731     -21.1348
     115    -105.7786      -4.5274
     116     -98.3033      -2.1251
     117     -95.1383      -4.1138
     118     -98.4705     -18.9171
