GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
26,607.0865,1576.1066,-2700.3622,0.0,0.0,0.0,-1485.4867,-14538.951,663.4941,6787.8062,-2079.1932,60.98878728,-9090.306499999999,-2018.2044127200002,-11108.510912719998
27,587.7129,1628.7263,-2683.1274,0.0,0.0,0.0,-1488.3476,-14581.1127,682.2676,6755.5703,-1992.3371,59.445883439999996,-9098.3106,-1932.89121656,-11031.201816560002
28,630.6319,1662.9286,-2686.5994,0.0,0.0,0.0,-1530.5735,-14438.5733,654.366,6723.0201,-2083.3095,56.46336048,-8984.7996,-2026.84613952,-11011.64573952
29,602.2447,1620.0134,-2639.3941,0.0,0.0,0.0,-1501.9146,-14494.9906,662.5368,6785.1826,-2123.66,59.500470959999994,-8966.3218,-2064.15952904,-11030.48132904
30,640.0521,1589.0422,-2687.4408,0.0,0.0,0.0,-1534.5535,-14443.8885,641.4713,6799.3351,-2148.9159,59.04006696,-8995.9821,-2089.87583304,-11085.857933039999
31,628.2866,1615.8952,-2686.3311,0.0,0.0,0.0,-1467.16,-14467.7486,670.8434,6773.241,-2143.687,61.77719952,-8932.973500000002,-2081.90980048,-11014.883300480002
32,598.4451,1536.9939,-2675.8325,0.0,0.0,0.0,-1520.7653,-14481.6119,663.95,6858.6327,-2146.732,58.60824408,-9020.188,-2088.12375592,-11108.31175592
33,581.161,1566.5918,-2699.584,0.0,0.0,0.0,-1486.631,-14427.2579,652.3018,6785.5382,-2177.676,60.726181679999996,-9027.880100000002,-2116.94981832,-11144.829918320002
34,566.5665,1608.6187,-2670.9292,0.0,0.0,0.0,-1483.83,-14530.7921,669.8442,6815.3125,-2094.5547,59.82955704,-9025.2094,-2034.72514296,-11059.93454296
35,575.3837,1618.3291,-2715.84,0.0,0.0,0.0,-1498.4215,-14402.7791,650.8746,6786.7373,-2207.6296,60.45001559999999,-8985.7159,-2147.1795844000003,-11132.8954844
36,591.2643,1617.8282,-2683.7401,0.0,0.0,0.0,-1520.643,-14538.9012,646.3683,6776.7005,-2065.0291,59.446508400000006,-9111.123,-2005.5825916000001,-11116.705591599999
37,555.3366,1611.7637,-2685.8882,0.0,0.0,0.0,-1510.7173,-14554.9083,678.2979,6838.3814,-2070.6473,59.160111119999996,-9067.734199999999,-2011.48718888,-11079.22138888
38,600.0956,1623.9389,-2697.7602,0.0,0.0,0.0,-1480.9327,-14579.7291,665.2303,6877.6209,-2127.9445,61.649296559999996,-8991.536300000002,-2066.29520344,-11057.831503440002
39,580.7029,1627.625,-2649.7707,0.0,0.0,0.0,-1510.4103,-14458.2821,679.3509,6830.9851,-2167.2618,59.5043604,-8899.799200000001,-2107.7574396,-11007.556639600001
40,584.9415,1584.6711,-2686.317,0.0,0.0,0.0,-1489.4969,-14419.2568,664.3635,6765.1925,-2170.7275,59.77176264,-8995.9021,-2110.95573736,-11106.85783736
41,610.0566,1604.7831,-2696.4616,0.0,0.0,0.0,-1508.1668,-14372.7381,656.7715,6775.5622,-2208.0291,60.898463279999994,-8930.193099999999,-2147.13063672,-11077.323736719998
42,600.8574,1618.1071,-2678.9688,0.0,0.0,0.0,-1508.261,-14544.7948,682.5735,6814.7501,-2089.2955,58.06242504,-9015.736499999999,-2031.23307496,-11046.96957496
43,590.8633,1596.3447,-2686.6705,0.0,0.0,0.0,-1496.0913,-14570.4249,650.5075,6795.658,-2069.7095,59.68129032,-9119.8132,-2010.02820968,-11129.84140968
44,627.9287,1653.1048,-2704.8842,0.0,0.0,0.0,-1528.5819,-14385.8658,657.2308,6665.0007,-2109.3893,59.83874928,-9016.066900000002,-2049.5505507199996,-11065.617450720001
45,610.3963,1617.2258,-2682.4306,0.0,0.0,0.0,-1519.5919,-14618.22,668.6278,6803.7039,-1993.7298,58.68940536,-9120.2887,-1935.0403946400002,-11055.329094639997
46,619.1981,1584.9511,-2713.6662,0.0,0.0,0.0,-1479.1706,-14574.3774,676.2076,6818.1084,-2087.9866,60.59512728,-9068.749,-2027.3914727200001,-11096.14047272
47,580.4455,1604.1626,-2675.991,0.0,0.0,0.0,-1494.4049,-14565.7911,664.3289,6830.0489,-2104.6971,58.7726748,-9057.2011,-2045.9244251999999,-11103.1255252
48,607.8269,1597.541,-2655.7622,0.0,0.0,0.0,-1517.3931,-14548.6386,679.9434,6883.028,-2124.8337,60.76635407999999,-8953.4546,-2064.06734592,-11017.52194592
49,608.9694,1569.3865,-2704.7408,0.0,0.0,0.0,-1486.1006,-14414.0233,676.5329,6805.5042,-2183.8699,62.1526608,-8944.471699999998,-2121.7172392,-11066.188939199998
50,579.1015,1537.6318,-2632.185,0.0,0.0,0.0,-1490.354,-14506.2809,691.2337,6876.4023,-2177.365,62.54953632,-8944.450599999998,-2114.81546368,-11059.266063679997
51,638.3686,1582.5208,-2679.4412,0.0,0.0,0.0,-1468.1126,-14608.5495,652.0949,6779.7259,-2070.325,60.87833567999999,-9103.393099999998,-2009.4466643199999,-11112.839764319999
52,626.2755,1624.4315,-2669.0481,0.0,0.0,0.0,-1503.2312,-14435.1485,655.1819,6813.897,-2220.7664,60.07603248,-8887.641899999999,-2160.69036752,-11048.33226752
53,591.6011,1554.0755,-2647.8014,0.0,0.0,0.0,-1500.4025,-14510.5744,652.181,6826.7518,-2137.1019,59.62591943999999,-9034.168899999999,-2077.47598056,-11111.644880559998
54,616.0586,1604.0331,-2659.9691,0.0,0.0,0.0,-1524.2044,-14254.5353,662.0123,6778.3752,-2356.6885,60.669972,-8778.229599999999,-2296.018528,-11074.248128
55,590.7604,1551.2946,-2677.9492,0.0,0.0,0.0,-1515.628,-14286.2985,672.4585,6810.7072,-2250.754,61.45428672,-8854.654999999999,-2189.29971328,-11043.95471328
56,584.6949,1588.455,-2687.3896,0.0,0.0,0.0,-1514.8513,-14456.5201,657.6274,6832.1905,-2181.7064,62.54715384,-8995.7932,-2119.15924616,-11114.95244616
57,598.5988,1617.9319,-2654.9585,0.0,0.0,0.0,-1486.0859,-14496.3334,660.7276,6740.9733,-2086.9878,62.51706719999999,-9019.1462,-2024.4707328,-11043.616932799998
58,584.9165,1583.8151,-2679.8235,0.0,0.0,0.0,-1520.646,-14385.4398,669.7297,6816.7664,-2236.3638,62.5977108,-8930.6816,-2173.7660892,-11104.447689199998
59,615.2354,1635.1206,-2703.5276,0.0,0.0,0.0,-1501.3905,-14442.8161,650.4005,6841.1791,-2205.6104,62.065739519999994,-8905.798599999998,-2143.54466048,-11049.343260479998
60,600.5421,1582.7102,-2695.8755,0.0,0.0,0.0,-1509.7502,-14562.3158,663.513,6796.7477,-2065.9505,60.859007999999996,-9124.4285,-2005.091492,-11129.519992000001
61,587.3248,1646.608,-2682.5786,0.0,0.0,0.0,-1505.2003,-14415.6304,632.3125,6747.7739,-2183.1734,61.444967039999995,-8989.3901,-2121.72843296,-11111.11853296
62,588.4215,1640.2331,-2673.4887,0.0,0.0,0.0,-1504.3889,-14381.8242,665.2735,6820.5512,-2231.2772,60.409098719999996,-8845.2225,-2170.86810128,-11016.09060128
63,585.5994,1597.1031,-2692.9978,0.0,0.0,0.0,-1512.5048,-14521.2778,671.3958,6788.9666,-2094.6717,60.404136480000005,-9083.7155,-2034.2675635199998,-11117.983063520001
64,588.3124,1594.2835,-2686.7919,0.0,0.0,0.0,-1502.3277,-14483.37,668.1455,6769.2012,-2112.2971,60.1702992,-9052.546999999999,-2052.1268007999997,-11104.6738008
65,596.1531,1598.538,-2703.4188,0.0,0.0,0.0,-1470.3925,-14493.4814,663.2846,6825.7199,-2141.2101,61.27442495999999,-8983.597100000003,-2079.9356750399998,-11063.532775040003
66,593.0114,1608.3335,-2676.279,0.0,0.0,0.0,-1531.9231,-14471.0905,685.0563,6854.4788,-2154.7531,59.832781919999995,-8938.4126,-2094.92031808,-11033.33291808
67,546.1768,1586.7252,-2672.9284,0.0,0.0,0.0,-1511.0993,-14425.0901,653.9712,6775.8834,-2148.387,60.018716160000004,-9046.3612,-2088.36828384,-11134.72948384
68,584.3519,1604.1645,-2668.1296,0.0,0.0,0.0,-1487.3068,-14588.9456,652.8439,6816.8774,-2070.736,61.26162768,-9086.1443,-2009.47437232,-11095.61867232
69,598.6964,1606.9933,-2686.3135,0.0,0.0,0.0,-1481.5477,-14478.9194,659.6381,6803.8616,-2160.4334,60.660830159999996,-8977.591200000003,-2099.77256984,-11077.363769840002
70,593.2086,1520.0488,-2714.035,0.0,0.0,0.0,-1471.3787,-14501.3582,685.7566,6865.5235,-2166.299,61.04131848,-9022.234400000001,-2105.25768152,-11127.49208152
71,612.9839,1591.2351,-2662.0205,0.0,0.0,0.0,-1472.8294,-14652.6103,675.9869,6813.8878,-2022.9711,59.15283552,-9093.3665,-1963.81826448,-11057.18476448
72,612.8251,1646.5361,-2722.623,0.0,0.0,0.0,-1476.4486,-14517.2918,666.79,6803.9803,-2108.855,61.647981120000004,-8986.231899999999,-2047.20701888,-11033.438918879998
73,605.8403,1644.5163,-2697.1431,0.0,0.0,0.0,-1491.5486,-14419.6571,668.5539,6734.8351,-2122.6079,59.65176167999999,-8954.6032,-2062.95613832,-11017.559338320001
74,657.9351,1601.1973,-2693.1622,0.0,0.0,0.0,-1498.9339,-14339.0105,655.7366,6724.8915,-2192.3364,62.56246464,-8891.3461,-2129.77393536,-11021.120035360002
75,586.6336,1539.1132,-2686.8415,0.0,0.0,0.0,-1505.3595,-14489.3483,700.6298,6810.5976,-2100.1543,61.53093072,-9044.575099999998,-2038.6233692800001,-11083.198469279998
76,612.291,1554.5806,-2700.4357,0.0,0.0,0.0,-1521.1134,-14457.1629,654.4849,6786.3357,-2126.2628,58.70502071999999,-9071.019800000002,-2067.55777928,-11138.577579280001
77,670.9869,1592.6259,-2670.061,0.0,0.0,0.0,-1457.0668,-14547.533,674.4845,6764.8012,-2070.3357,58.901520239999996,-8971.762299999999,-2011.43417976,-10983.196479759998
78,642.4339,1578.1332,-2650.0573,0.0,0.0,0.0,-1486.6503,-14432.3547,651.0869,6831.0393,-2214.1829,60.05119319999999,-8866.368999999999,-2154.1317068,-11020.500706799998
79,591.0726,1615.0501,-2684.3453,0.0,0.0,0.0,-1519.6252,-14380.6088,655.2626,6749.2067,-2145.8513,60.678837359999996,-8973.9873,-2085.1724626399996,-11059.159762640002
80,584.7915,1598.0134,-2651.5087,0.0,0.0,0.0,-1480.3615,-14504.4958,664.698,6824.6266,-2088.1879,62.09979912000001,-8964.236499999999,-2026.08810088,-10990.32460088
81,630.4717,1623.855,-2710.5367,0.0,0.0,0.0,-1462.6123,-14469.547,649.9878,6765.7451,-2126.4071,60.76805688,-8972.636400000001,-2065.6390431199998,-11038.275443120001
82,666.193,1574.8551,-2690.7869,0.0,0.0,0.0,-1508.6518,-14307.8731,665.1603,6778.4471,-2259.9553,60.640213679999995,-8822.656300000002,-2199.31508632,-11021.971386320001
83,625.4211,1582.0002,-2676.215,0.0,0.0,0.0,-1506.8313,-14553.7319,673.1526,6779.0017,-2044.9029,59.41044792,-9077.202600000004,-1985.49245208,-11062.695052080006
84,590.0485,1607.2415,-2696.5794,0.0,0.0,0.0,-1471.687,-14636.897,660.6591,6779.5333,-2015.3014,59.73512328,-9167.681,-1955.5662767200001,-11123.247276720002
85,576.3293,1558.1657,-2652.7371,0.0,0.0,0.0,-1493.7432,-14649.3002,663.09,6864.1404,-2038.9826,58.40195616,-9134.055099999998,-1980.58064384,-11114.635743839997
86,589.8878,1591.9799,-2670.9769,0.0,0.0,0.0,-1483.3575,-14665.8174,657.8586,6844.004,-2046.5163,60.3407592,-9136.4215,-1986.1755408,-11122.5970408
87,553.6646,1587.757,-2653.1468,0.0,0.0,0.0,-1497.3911,-14596.0749,675.8252,6872.7467,-2101.6721,59.88271608,-9056.619300000002,-2041.7893839199999,-11098.408683920003
88,594.0526,1565.0475,-2650.1845,0.0,0.0,0.0,-1490.1069,-14604.6013,668.9679,6840.1588,-2080.4927,60.841360079999994,-9076.6659,-2019.6513399199998,-11096.31723992
89,584.5933,1579.6311,-2688.3854,0.0,0.0,0.0,-1482.8975,-14538.3138,660.3818,6822.6189,-2122.6497,60.2167428,-9062.371599999999,-2062.4329572,-11124.8045572
90,591.3262,1632.5428,-2680.3782,0.0,0.0,0.0,-1463.2817,-14658.4716,651.329,6754.5957,-1995.5707,63.369442799999995,-9172.337800000001,-1932.2012572,-11104.539057200001
91,594.9195,1601.2659,-2673.6248,0.0,0.0,0.0,-1519.7637,-14517.3962,660.5386,6814.3829,-2134.3819,62.55297,-9039.677799999998,-2071.8289299999997,-11111.506729999997
92,629.0486,1594.6369,-2674.9506,0.0,0.0,0.0,-1490.054,-14600.9975,653.8177,6798.523,-2012.7893,59.6549376,-9089.975899999998,-1953.1343623999999,-11043.110262399998
93,587.1994,1641.8426,-2676.3349,0.0,0.0,0.0,-1485.255,-14612.3918,679.1166,6802.9059,-2030.9957,61.40124863999999,-9062.9172,-1969.59445136,-11032.511651359999
94,616.1861,1668.6579,-2653.232,0.0,0.0,0.0,-1495.5661,-14452.4968,660.5106,6839.3694,-2212.4589,60.26816375999999,-8816.5709,-2152.19073624,-10968.76163624
95,596.0401,1587.3404,-2677.9731,0.0,0.0,0.0,-1484.2204,-14552.6568,662.9927,6840.2886,-2108.4491,60.43122576,-9028.188499999998,-2048.01787424,-11076.206374239999
96,628.8222,1625.1746,-2648.3052,0.0,0.0,0.0,-1495.2194,-14492.6998,662.1131,6791.0679,-2121.483,60.6633696,-8929.0466,-2060.8196304000003,-10989.866230399999
97,635.0397,1591.7344,-2681.7785,0.0,0.0,0.0,-1494.6897,-14445.7231,650.4384,6692.2259,-2112.0901,60.77446272,-9052.7529,-2051.31563728,-11104.068537279998
98,599.0676,1575.1703,-2697.779,0.0,0.0,0.0,-1484.0997,-14474.5583,655.9798,6793.6987,-2119.2632,61.68758256,-9032.520600000003,-2057.57561744,-11090.096217440003
99,626.1916,1584.5136,-2657.2456,0.0,0.0,0.0,-1506.8198,-14553.6926,657.9657,6789.862,-2077.7797,60.1951536,-9059.2251,-2017.5845464000001,-11076.8096464
100,654.0127,1586.2506,-2655.7879,0.0,0.0,0.0,-1496.1247,-14604.1337,666.1543,6790.0914,-2044.4477,59.91249311999999,-9059.5373,-1984.53520688,-11044.07250688
101,611.8355,1580.555,-2670.1863,0.0,0.0,0.0,-1495.9465,-14472.9828,662.8265,6753.1134,-2098.296,60.135616799999994,-9030.7852,-2038.1603831999998,-11068.9455832
102,610.7405,1600.9938,-2682.0066,0.0,0.0,0.0,-1502.146,-14420.131,656.8079,6753.2044,-2152.0897,61.57184903999999,-8982.537,-2090.51785096,-11073.054850960001
103,603.4712,1566.6018,-2652.223,0.0,0.0,0.0,-1490.8849,-14450.3186,661.088,6764.1401,-2119.0665,60.774620399999996,-8998.1254,-2058.2918796,-11056.417279600002
104,613.9475,1616.3664,-2661.1022,0.0,0.0,0.0,-1495.6457,-14558.7574,652.5756,6774.4551,-2066.1281,58.66494768,-9058.1607,-2007.4631523199998,-11065.62385232
105,660.1698,1587.9533,-2660.3348,0.0,0.0,0.0,-1510.5528,-14543.3764,642.1627,6712.7195,-2045.6929,58.29129936,-9111.258699999998,-1987.40160064,-11098.660300639998
106,622.7687,1615.5232,-2655.4831,0.0,0.0,0.0,-1515.366,-14456.1248,653.692,6736.3855,-2138.5083,57.46646232,-8998.604500000001,-2081.04183768,-11079.64633768
107,594.438,1532.154,-2671.7916,0.0,0.0,0.0,-1486.6152,-14443.349,653.4368,6754.3451,-2086.7866,59.46925967999999,-9067.3819,-2027.3173403199999,-11094.69924032
108,602.7423,1557.952,-2694.685,0.0,0.0,0.0,-1503.5427,-14523.3862,670.7509,6851.7091,-2099.4714,58.78948896,-9038.459600000002,-2040.68191104,-11079.141511040003
109,610.4976,1626.3917,-2643.7886,0.0,0.0,0.0,-1506.7055,-14468.7514,649.021,6757.0194,-2123.814,58.91573592,-8976.315799999997,-2064.89826408,-11041.214064079997
110,626.8332,1588.7819,-2642.4764,0.0,0.0,0.0,-1508.288,-14424.4798,654.8754,6742.3894,-2128.3839,60.3002808,-8962.364299999997,-2068.0836191999997,-11030.447919199998
111,624.1158,1598.5046,-2660.1705,0.0,0.0,0.0,-1516.5909,-14465.7607,640.2224,6730.0185,-2083.0193,57.75800904,-9049.660800000001,-2025.26129096,-11074.92209096
112,621.2723,1565.341,-2687.4046,0.0,0.0,0.0,-1502.5382,-14420.1329,660.6552,6738.753,-2143.3752,57.18649103999999,-9024.054200000002,-2086.18870896,-11110.242908960003
113,587.9873,1610.0497,-2691.8128,0.0,0.0,0.0,-1526.0607,-14544.6104,664.3019,6802.1392,-2049.7276,57.83032224,-9098.005799999999,-1991.8972777600002,-11089.903077759998
114,596.8437,1690.5014,-2670.523,0.0,0.0,0.0,-1497.6824,-14435.8768,650.6269,6712.56,-2112.0249,61.470569520000005,-8953.550200000001,-2050.55433048,-11004.104530480003
115,624.1468,1620.2448,-2640.5665,0.0,0.0,0.0,-1467.0631,-14575.2931,659.5299,6777.0288,-2084.0134,61.55198856,-9001.9724,-2022.46141144,-11024.43381144
116,629.2165,1595.4018,-2659.2571,0.0,0.0,0.0,-1528.4752,-14368.9076,661.5132,6746.3271,-2153.3838,60.27751152,-8924.1813,-2093.10628848,-11017.28758848
117,603.1234,1603.0463,-2672.95,0.0,0.0,0.0,-1466.5132,-14539.8721,656.1768,6768.3759,-2058.1122,62.510441760000006,-9048.6129,-1995.60175824,-11044.21465824
118,609.6964,1576.8239,-2685.652,0.0,0.0,0.0,-1471.5748,-14457.6911,667.418,6747.3001,-2130.1533,61.79494895999999,-9013.6795,-2068.35835104,-11082.03785104
119,585.3342,1572.4973,-2695.5556,0.0,0.0,0.0,-1487.9859,-14600.8138,662.2748,6799.1123,-2039.8985,61.12836792,-9165.1367,-1978.77013208,-11143.906832079998
120,614.5476,1572.5674,-2632.1456,0.0,0.0,0.0,-1517.3678,-14551.1049,658.6958,6803.749,-2044.0092,61.36770672,-9051.058500000001,-1982.6414932799998,-11033.69999328
121,632.0212,1620.595,-2701.2242,0.0,0.0,0.0,-1513.1334,-14393.3281,655.5221,6691.971,-2120.8849,61.3267524,-9007.576400000002,-2059.5581476,-11067.134547600002
122,645.3557,1581.6717,-2695.9098,0.0,0.0,0.0,-1494.6907,-14426.0224,665.5928,6702.0396,-2122.5303,60.49455912,-9021.963099999999,-2062.03574088,-11083.99884088
123,620.4921,1645.2086,-2676.8732,0.0,0.0,0.0,-1501.508,-14395.084,644.7704,6665.8172,-2097.1381,60.168721680000004,-8997.176900000002,-2036.96937832,-11034.146278320002
124,622.7497,1640.4978,-2698.1035,0.0,0.0,0.0,-1521.1371,-14436.8183,640.1922,6694.1901,-2100.7195,60.57694511999999,-9058.429100000003,-2040.1425548800003,-11098.571654880005
125,575.7631,1676.2897,-2685.4523,0.0,0.0,0.0,-1520.9962,-14449.6244,666.2954,6767.8714,-2112.0054,61.4711664,-8969.853300000002,-2050.5342336,-11020.387533600002
126,560.2825,1586.6924,-2720.5836,0.0,0.0,0.0,-1520.4825,-14565.0681,664.7939,6820.2383,-2058.7204,58.598229599999996,-9174.127099999998,-2000.1221704000002,-11174.249270399998
127,606.1521,1535.4623,-2679.1693,0.0,0.0,0.0,-1503.1485,-14468.5551,647.2899,6777.3973,-2127.3369,62.145514080000005,-9084.5713,-2065.19138592,-11149.762685919999
128,577.3196,1638.985,-2666.4652,0.0,0.0,0.0,-1523.9979,-14532.5887,652.6933,6759.7827,-2053.4493,57.506194799999996,-9094.271200000001,-1995.9431052000002,-11090.214305200001
129,615.4766,1610.2672,-2673.5883,0.0,0.0,0.0,-1525.9485,-14378.987,663.2873,6726.8567,-2166.6666,59.58642384,-8962.635999999999,-2107.08017616,-11069.716176159998
130,577.1113,1574.9377,-2681.4664,0.0,0.0,0.0,-1512.3958,-14447.5955,654.2804,6777.1712,-2155.9911,59.33063015999999,-9057.9571,-2096.66046984,-11154.617569839998
131,602.0061,1610.3923,-2655.2866,0.0,0.0,0.0,-1508.3595,-14384.1768,656.9857,6722.9695,-2144.2048,58.10641704,-8955.4693,-2086.09838296,-11041.56768296
132,624.1599,1630.7891,-2677.4861,0.0,0.0,0.0,-1495.4805,-14551.991,647.4176,6751.059,-2044.0332,59.697468,-9071.532,-1984.335732,-11055.867731999999
133,592.9579,1625.4964,-2641.137,0.0,0.0,0.0,-1492.5509,-14614.7791,674.2945,6848.7868,-2058.4768,58.80712176,-9006.9314,-1999.66967824,-11006.601078239999
134,591.714,1603.3199,-2698.5658,0.0,0.0,0.0,-1490.9663,-14538.3389,661.8185,6793.2558,-2079.5921,59.009391359999995,-9077.7628,-2020.58270864,-11098.34550864
135,594.7901,1593.3752,-2684.3948,0.0,0.0,0.0,-1479.7235,-14528.707,665.3653,6821.2218,-2087.5348,59.37864624,-9018.0729,-2028.1561537599998,-11046.229053759998
136,610.4617,1592.2474,-2685.8541,0.0,0.0,0.0,-1469.6582,-14493.464,654.1562,6768.5688,-2119.5715,58.35918024,-9023.5422,-2061.21231976,-11084.75451976
137,608.1025,1568.3253,-2716.177,0.0,0.0,0.0,-1501.1644,-14492.4008,662.6041,6747.91,-2067.8852,57.98893896,-9122.800299999999,-2009.8962610400001,-11132.69656104
138,591.6492,1613.982,-2657.319,0.0,0.0,0.0,-1475.6843,-14603.856,672.4543,6784.4662,-2043.9136,59.91160607999999,-9074.3076,-1984.0019939200001,-11058.30959392
139,584.3613,1587.9375,-2680.1935,0.0,0.0,0.0,-1508.0171,-14518.9711,670.0119,6798.1845,-2111.4133,58.75373808,-9066.6865,-2052.65956192,-11119.34606192
140,609.474,1608.1985,-2661.8483,0.0,0.0,0.0,-1467.5207,-14534.062,681.8613,6765.5281,-2082.8684,61.62070536,-8998.3691,-2021.2476946399997,-11019.61679464
141,616.7674,1654.3889,-2673.2042,0.0,0.0,0.0,-1486.4081,-14513.045,657.9215,6794.3453,-2133.3338,61.668961919999994,-8949.234199999999,-2071.6648380799998,-11020.899038079999
142,604.9777,1583.4953,-2665.6443,0.0,0.0,0.0,-1510.5756,-14438.689,661.6685,6734.3721,-2100.3714,57.980615039999996,-9030.3953,-2042.39078496,-11072.78608496
143,606.6233,1555.1529,-2676.2376,0.0,0.0,0.0,-1481.3385,-14399.1349,669.0034,6729.436,-2173.442,60.141486240000006,-8996.4954,-2113.30051376,-11109.79591376
144,604.4629,1590.0163,-2688.7793,0.0,0.0,0.0,-1483.4657,-14652.8126,660.9407,6854.5807,-2020.2969,58.53155256,-9115.056999999999,-1961.7653474400001,-11076.822347439998
