#Frame        phi:121      psi:121
       1    -106.3481     -15.5995
       2    -107.3148     -26.8487
       3    -110.4306      -0.0360
       4     -91.6954      -9.8174
       5    -129.3681     -21.6417
       6    -104.5477     -19.6453
       7     -93.6237     -29.2267
       8     -96.7094     -10.4131
       9     -98.3321      -9.3192
      10     -86.6384      -7.4767
      11    -104.0496      -7.6272
      12    -118.5168     -17.0650
      13    -107.9821     -16.3574
      14    -110.2050     -13.5753
      15     -86.3142     -16.5060
      16    -113.5346     -11.9887
      17    -113.1564     -17.0942
      18     -98.3399     -16.4001
      19     -87.6167     -10.3386
      20     -94.7442      -9.3343
      21    -104.6156       0.5143
      22    -105.6449       5.2984
      23    -124.5457      -7.3844
      24    -136.4381      -0.8352
      25    -132.5063      -5.5455
      26    -122.1629      -9.2412
      27    -115.2526      -7.8880
      28    -121.4054     -25.9188
      29    -123.1134      -5.1253
      30    -121.7898       5.9925
      31    -127.4904     -23.6326
      32    -125.7211     -27.7525
      33    -126.7401     -20.6105
      34    -134.4141     -18.4914
      35    -106.5429      -3.9454
      36    -120.6236     -20.8262
      37    -113.9102      -1.6852
      38    -123.0379      -7.0103
      39    -147.9694     -20.9478
      40    -122.0441     -24.6116
      41    -121.4317      -7.4414
      42    -120.8190     -17.1304
      43    -118.2946     -10.4970
      44    -107.3576       7.1822
      45    -103.8348      -9.5465
      46    -129.9164      -6.7571
      47    -128.5240      -3.2225
      48    -110.6825      -8.3505
      49    -148.6467      -5.9997
      50    -121.1665       5.0364
      51    -131.9619       0.7671
      52    -111.7439       2.9648
      53    -133.9314      -3.2352
      54    -114.4745      -5.2056
      55    -137.7421      -2.1902
      56    -116.9918      -2.4328
      57    -110.7747      -8.1438
      58    -122.4122       3.6728
      59    -129.9548      -6.7576
      60    -111.5342      -2.6932
      61    -113.5782     -16.9017
      62    -115.5036      -5.9050
      63    -119.7852      -1.4655
      64    -130.4229      -9.9810
      65    -117.0465     -12.6507
      66    -132.5985     -10.3570
      67    -130.8701     -14.0163
      68    -125.4076      -3.9525
      69    -137.4970      -6.1910
      70    -134.0345     -10.8737
      71    -125.5115     -11.5354
      72    -110.6383      -7.4650
      73    -128.2322      -6.3679
      74    -117.6728      -9.0113
      75    -120.0084     -20.4375
      76    -134.2384      -7.3771
      77    -125.1273      -9.0141
      78    -135.7752      -6.7252
      79    -101.7135     -17.6201
      80     -99.8549     -16.1564
      81    -125.4154     -11.8891
      82    -105.9576      -8.4303
      83    -128.1306     -27.1710
      84    -112.3317       0.4884
      85    -129.1095       8.3174
      86    -111.2245      -4.2561
      87    -118.7275       0.7376
      88    -105.8019     -10.5193
      89    -112.7973     -26.5426
      90    -125.6620     -12.5081
      91    -112.4518     -14.2181
      92    -119.6230      -8.3604
      93    -118.7385      -9.6278
      94    -113.6352     -34.9112
      95    -111.9398       2.3951
      96    -143.9803       9.5519
      97    -132.8778      -8.0735
      98    -127.9204      -3.1948
      99    -136.7463     -27.1786
     100    -127.0456      -0.9994
     101    -132.2689      -7.7376
     102    -124.1311     -16.6473
     103    -108.5894      -9.5390
     104    -137.0849      -7.2099
     105    -126.1500      -3.4396
     106    -114.4995      -9.3333
     107    -125.9643      -1.1854
     108    -105.2651     -20.7507
     109    -108.5947       0.5659
     110    -101.4452     -15.7921
     111    -119.5561     -13.1854
     112    -134.8935      -6.3258
     113    -119.1194     -12.4079
     114    -109.5489      -2.3012
     115    -143.1518       4.3693
     116    -108.8147      -9.8279
     117    -121.5039     -10.7477
     118    -109.2165      -8.6365
     119    -121.3809     -15.1831
     120    -106.7312      -1.8655
     121    -113.4970     -11.2870
     122    -104.8154     -17.9995
     123    -111.2552      -5.5666
     124    -114.2891     -22.9053
     125    -117.4813     -10.1370
     126    -115.5693     -15.5716
     127    -131.4205     -11.9322
     128    -107.6023      -7.3671
     129    -100.9679     -15.5449
     130     -98.2481     -27.0323
     131    -110.2492       5.8341
     132    -132.7327      10.8115
     133    -125.9993      -4.3681
     134    -109.3269     -17.2236
     135    -117.5498     -13.4974
     136    -111.9543      -4.1681
     137    -103.2545      -9.2143
     138    -115.4804      -9.3070
     139    -118.1050       2.5259
     140    -109.6447     -13.9353
     141    -119.6500      -2.0491
     142    -103.5538     -17.0230
     143    -101.6804     -21.3276
     144     -98.8088     -10.0542
     145    -110.5044     -16.6976
     146    -120.4104     -28.5099
     147    -115.4145     -18.5959
     148     -96.1079     -39.0654
     149    -105.7716      10.8010
     150    -122.0018     -26.7148
     151     -98.0002      -3.1038
     152    -110.3047      -5.6361
     153    -114.5444      -0.1655
     154    -132.9408      -3.8418
     155    -111.5792     -17.8163
     156    -120.0685      -4.7752
     157    -121.9969     -16.1829
     158    -130.2014      -0.2712
     159    -133.1949       0.0201
     160    -132.8869      -8.8159
     161    -110.0049      -5.6327
     162    -113.8399      -6.3616
     163    -106.5678     -13.7921
     164    -118.0081      -8.0892
     165    -118.3101     -18.1786
     166    -126.4719       3.1661
     167    -121.4563      -6.2594
     168    -116.6597     -13.5994
     169    -114.6416      -4.3231
     170    -118.7153      -8.8117
     171    -121.9121     -17.6119
     172    -116.6018       6.9279
     173    -121.9843      -5.0950
     174    -105.8838     -31.7774
     175     -97.8202      -8.2922
     176    -121.5778      -1.8629
     177    -104.0661      -3.4281
     178    -113.0324       0.9733
     179    -130.5340      -9.7617
     180    -117.2660       4.2032
     181     -96.4745     -15.6575
     182    -117.6537     -23.7180
     183    -136.3816     -15.7357
     184    -113.0314       8.3544
     185    -118.0545      -3.0514
     186    -106.4036     -10.5132
     187    -102.5485     -16.6814
     188    -122.5378      -4.1348
     189    -102.0102      -0.8296
     190    -123.0820     -16.8852
     191    -123.8843       3.0939
     192    -112.6165     -17.9135
     193    -102.4829      -8.2567
     194    -112.5934     -19.1307
     195    -129.2529      -5.1118
     196    -114.5637     -27.3696
     197    -102.4491     -32.4409
     198    -112.1000     -12.7391
     199    -112.9085      -1.5200
     200    -112.4256      -7.0742
     201    -106.8262      -7.0337
     202    -127.8616      -3.8478
     203    -113.7499     -22.2564
     204    -120.6868       3.3346
     205    -120.9462       4.5413
     206    -129.5164      -0.6525
     207    -136.1120       5.9494
     208    -117.0476     -13.8206
     209    -140.3968     -15.2435
     210    -124.6593      -0.8450
     211    -137.4496     -11.5718
     212    -141.9378      -1.2568
     213    -127.9747     -10.8057
     214    -107.0566     -12.4362
     215    -114.3450     -21.7617
     216    -112.1130     -26.3995
     217    -114.3926      -9.5903
     218    -120.9245     -25.9351
     219    -112.3976     -26.9356
     220    -118.6737      -4.1508
     221    -107.8321     -18.8254
     222    -112.9628     -38.1303
     223    -115.9586     -23.1160
     224    -125.5764      -2.2900
     225    -119.5596      -1.3372
     226    -111.3195     -22.0321
     227    -116.6419     -10.4599
     228    -112.3661      -9.0144
     229    -117.8300     -20.7357
     230    -107.6504      -4.5164
     231    -104.8709     -17.2550
     232    -100.4809     -14.1301
     233     -97.9861     -16.9888
     234    -126.9971     -22.1513
     235    -118.2304     -12.7706
     236    -119.4695     -17.1852
     237    -124.6358      -2.8480
     238    -105.2199     -17.5035
     239    -119.6753       1.2645
     240     -89.1923     -12.0616
     241    -113.1668     -11.7119
     242    -106.7222     -10.9458
     243    -127.5326     -17.5391
     244    -136.5814     -15.7903
     245    -129.3149     -16.2879
     246    -127.4190      -4.2801
     247    -116.2231     -16.7875
     248     -97.6767     -19.6059
     249    -116.6076     -23.2077
     250    -128.7840       2.5296
     251    -136.6904      -4.0726
     252    -116.9013      -0.0655
     253    -103.1592     -13.0011
     254    -110.2466      -6.3316
     255    -102.8634     -16.4767
     256    -101.3594     -24.6441
     257     -97.7327      -4.2860
     258     -98.9347      -7.6558
     259    -122.9362       3.7026
     260    -115.9538      -7.4832
     261    -119.8576     -16.2251
     262    -120.3700      -2.2613
     263    -110.0241      -3.3519
     264    -116.4220      -2.0892
     265    -110.8937     -17.5562
     266    -100.0485      -2.0941
     267    -119.5268     -13.4153
     268    -118.7790      -9.4494
     269    -123.9481      -8.5580
     270    -134.2197      -9.1709
     271    -117.8532     -15.1770
     272    -129.2553       3.7657
     273    -122.0312      -9.8067
     274     -99.2051     -10.6997
     275    -100.4800      -9.2133
     276     -91.8554     -22.6845
     277    -127.9998      12.5552
     278    -107.1026     -21.8700
     279    -124.8701      -6.4998
     280    -105.7509      -9.9055
     281    -111.6168     -18.9666
     282    -112.8508      -7.6189
     283    -118.0293     -12.3927
     284    -106.3663     -18.9880
     285    -108.5748     -15.2485
     286    -118.6651      -6.8642
     287    -109.3615     -19.4093
     288    -112.2122      -9.5706
     289    -109.9691       0.7292
     290    -115.2895     -10.1175
     291    -109.3474     -26.7777
     292    -107.3596      -6.6220
     293    -115.5854     -28.0411
     294    -102.8889     -14.9516
     295     -90.4067      -1.6184
     296    -129.0314       2.4181
     297    -122.6691     -20.9437
     298     -96.6051     -15.4321
     299    -138.1232      -7.2663
     300     -91.6427     -18.5244
     301    -107.0166     -11.6978
     302    -126.5456      -5.9095
     303    -103.6156     -13.9522
     304    -111.5540     -30.2707
     305    -124.9923      -8.9710
